Name	Author Type	Article Type	pmid	Journal	Year	Article title	Author affiliation
Hideki Kobayashi	13	Journal Article	26917771	Science	2016	Leaf development and demography explain photosynthetic seasonality in Amazon evergreen forests.	Department of Environmental Geochemical Cycle Research; Japan Agency for Marine-Earth Science and Technology; Yokohama; Japan.
Mauricio L Ferreira	14	Journal Article	26917771	Science	2016	Leaf development and demography explain photosynthetic seasonality in Amazon evergreen forests.	Centro de Energia Nuclear na Agricultura; University of Sao Paulo; Piracicaba; SP; Brazil. Smart and Intelligent Cities Programme; University Nove de Julho; SÃ£o Paulo; SP; Brazil.
Kleber Silva Campos	15	Journal Article	26917771	Science	2016	Leaf development and demography explain photosynthetic seasonality in Amazon evergreen forests.	Department of Environmental Physics; University of Western Para (UFOPA); Santarem; Para; Brazil.
Rodrigo da Silva	16	Journal Article	26917771	Science	2016	Leaf development and demography explain photosynthetic seasonality in Amazon evergreen forests.	Department of Environmental Physics; University of Western Para (UFOPA); Santarem; Para; Brazil.
Paulo M Brando	17	Journal Article	26917771	Science	2016	Leaf development and demography explain photosynthetic seasonality in Amazon evergreen forests.	Instituto de Pesquisa Ambiental da AmazÃ´nia (IPAM); Belem; Para; Brazil. Woods Hole Research Center; Falmouth; MA 02450; USA.
Dennis G Dye	18	Journal Article	26917771	Science	2016	Leaf development and demography explain photosynthetic seasonality in Amazon evergreen forests.	Western Geographic Science Center; U.S. Geological Survey; Flagstaff; AZ 86001; USA.
Travis E Huxman	19	Journal Article	26917771	Science	2016	Leaf development and demography explain photosynthetic seasonality in Amazon evergreen forests.	Ecology and Evolutionary Biology and Center for Environmental Biology; University of California; Irvine; CA 92629; USA.
Alfredo R Huete	20	Journal Article	26917771	Science	2016	Leaf development and demography explain photosynthetic seasonality in Amazon evergreen forests.	Plant Functional Biology and Climate Change Cluster; University of Technology Sydney; Sydney; NSW; Australia.
Bruce W Nelson	21	Journal Article	26917771	Science	2016	Leaf development and demography explain photosynthetic seasonality in Amazon evergreen forests.	Brazil's National Institute for Amazon Research (INPA); Manaus; Amazonas; Brazil.
Scott R Saleska	Corresponding	Journal Article	26917771	Science	2016	Leaf development and demography explain photosynthetic seasonality in Amazon evergreen forests.	Department of Ecology and Evolutionary Biology; University of Arizona; Tucson; AZ 85721; USA. jinwu@email.arizona.edu saleska@email.arizona.edu.
Nathalie Vrielynck	First	Journal Article	26917763	Science	2016	A DNA topoisomerase VI-like complex initiates meiotic recombination.	Institut Jean-Pierre Bourgin (IJPB); INRA; AgroParisTech; CNRS; UniversitÃ© Paris-Saclay; RD10; 78026 Versailles Cedex; France.
AurÃ©lie Chambon	2	Journal Article	26917763	Science	2016	A DNA topoisomerase VI-like complex initiates meiotic recombination.	Institut Jean-Pierre Bourgin (IJPB); INRA; AgroParisTech; CNRS; UniversitÃ© Paris-Saclay; RD10; 78026 Versailles Cedex; France.
Daniel Vezon	3	Journal Article	26917763	Science	2016	A DNA topoisomerase VI-like complex initiates meiotic recombination.	Institut Jean-Pierre Bourgin (IJPB); INRA; AgroParisTech; CNRS; UniversitÃ© Paris-Saclay; RD10; 78026 Versailles Cedex; France.
Lucie Pereira	4	Journal Article	26917763	Science	2016	A DNA topoisomerase VI-like complex initiates meiotic recombination.	Institut Jean-Pierre Bourgin (IJPB); INRA; AgroParisTech; CNRS; UniversitÃ© Paris-Saclay; RD10; 78026 Versailles Cedex; France.
Liudmila Chelysheva	5	Journal Article	26917763	Science	2016	A DNA topoisomerase VI-like complex initiates meiotic recombination.	Institut Jean-Pierre Bourgin (IJPB); INRA; AgroParisTech; CNRS; UniversitÃ© Paris-Saclay; RD10; 78026 Versailles Cedex; France.
Arnaud De Muyt	6	Journal Article	26917763	Science	2016	A DNA topoisomerase VI-like complex initiates meiotic recombination.	Institut Jean-Pierre Bourgin (IJPB); INRA; AgroParisTech; CNRS; UniversitÃ© Paris-Saclay; RD10; 78026 Versailles Cedex; France.
Christine MÃ©zard	7	Journal Article	26917763	Science	2016	A DNA topoisomerase VI-like complex initiates meiotic recombination.	Institut Jean-Pierre Bourgin (IJPB); INRA; AgroParisTech; CNRS; UniversitÃ© Paris-Saclay; RD10; 78026 Versailles Cedex; France.
Claudine Mayer	8	Journal Article	26917763	Science	2016	A DNA topoisomerase VI-like complex initiates meiotic recombination.	Institut Pasteur; 25 rue du Dr Roux; 75015; Paris; France. CNRS; UMR 3528; 75724 Paris cedex 15; France. UniversitÃ© Paris Diderot; Sorbonne Paris CitÃ©; Paris; France.
Mathilde Grelon	Corresponding	Journal Article	26917763	Science	2016	A DNA topoisomerase VI-like complex initiates meiotic recombination.	Institut Jean-Pierre Bourgin (IJPB); INRA; AgroParisTech; CNRS; UniversitÃ© Paris-Saclay; RD10; 78026 Versailles Cedex; France. mathilde.grelon@versailles.inra.fr.
Bruno Mota	First	Journal Article	26912888	Science	2016	"Response to Comments on ""Cortical folding scales universally with surface area and thickness, not number of neurons""."	Instituto de FÃ­sica; Universidade Federal do Rio de Janeiro; Brasil.
Suzana Herculano-Houzel	Corresponding	Journal Article	26912888	Science	2016	"Response to Comments on ""Cortical folding scales universally with surface area and thickness, not number of neurons""."	Instituto de CiÃªncias BiomÃ©dicas; Universidade Federal do Rio de Janeiro; Brasil. suzanahh@gmail.com.
Sang Hee Kim	First	Journal Article	26912853	Science	2016	Using decoys to expand the recognition specificity of a plant disease resistance protein.	Department of Biology; Indiana University; Bloomington; IN 47405; USA.
Dong Qi	2	Journal Article	26912853	Science	2016	Using decoys to expand the recognition specificity of a plant disease resistance protein.	Department of Biology; Indiana University; Bloomington; IN 47405; USA.
Tom Ashfield	3	Journal Article	26912853	Science	2016	Using decoys to expand the recognition specificity of a plant disease resistance protein.	Department of Biology; Indiana University; Bloomington; IN 47405; USA.
Matthew Helm	4	Journal Article	26912853	Science	2016	Using decoys to expand the recognition specificity of a plant disease resistance protein.	Department of Biology; Indiana University; Bloomington; IN 47405; USA.
Roger W Innes	Corresponding	Journal Article	26912853	Science	2016	Using decoys to expand the recognition specificity of a plant disease resistance protein.	Department of Biology; Indiana University; Bloomington; IN 47405; USA. rinnes@indiana.edu.
Tong Wang	First	Journal Article	26863186	Nature	2016	A receptor heteromer mediates the male perception of female attractants in plants.	State Key Laboratory of Molecular and Developmental Biology; Institute of Genetics and Developmental Biology; Chinese Academy of Sciences; Beijing 100101; China.
Liang Liang	2	Journal Article	26863186	Nature	2016	A receptor heteromer mediates the male perception of female attractants in plants.	State Key Laboratory of Molecular and Developmental Biology; Institute of Genetics and Developmental Biology; Chinese Academy of Sciences; Beijing 100101; China.
Yong Xue	3	Journal Article	26863186	Nature	2016	A receptor heteromer mediates the male perception of female attractants in plants.	State Key Laboratory of Molecular and Developmental Biology; Institute of Genetics and Developmental Biology; Chinese Academy of Sciences; Beijing 100101; China.
Peng-Fei Jia	4	Journal Article	26863186	Nature	2016	A receptor heteromer mediates the male perception of female attractants in plants.	State Key Laboratory of Molecular and Developmental Biology; Institute of Genetics and Developmental Biology; Chinese Academy of Sciences; Beijing 100101; China.
Wei Chen	5	Journal Article	26863186	Nature	2016	A receptor heteromer mediates the male perception of female attractants in plants.	State Key Laboratory of Molecular and Developmental Biology; Institute of Genetics and Developmental Biology; Chinese Academy of Sciences; Beijing 100101; China.
Meng-Xia Zhang	6	Journal Article	26863186	Nature	2016	A receptor heteromer mediates the male perception of female attractants in plants.	State Key Laboratory of Molecular and Developmental Biology; Institute of Genetics and Developmental Biology; Chinese Academy of Sciences; Beijing 100101; China.
Ying-Chun Wang	7	Journal Article	26863186	Nature	2016	A receptor heteromer mediates the male perception of female attractants in plants.	State Key Laboratory of Molecular and Developmental Biology; Institute of Genetics and Developmental Biology; Chinese Academy of Sciences; Beijing 100101; China.
Hong-Ju Li	8	Journal Article	26863186	Nature	2016	A receptor heteromer mediates the male perception of female attractants in plants.	State Key Laboratory of Molecular and Developmental Biology; Institute of Genetics and Developmental Biology; Chinese Academy of Sciences; Beijing 100101; China.
Wei-Cai Yang	Corresponding	Journal Article	26863186	Nature	2016	A receptor heteromer mediates the male perception of female attractants in plants.	State Key Laboratory of Molecular and Developmental Biology; Institute of Genetics and Developmental Biology; Chinese Academy of Sciences; Beijing 100101; China.
Germain Pauluzzi	First	Journal Article	26824650	Cell	2016	Flexible Ion Barrier.	Center for Plant Cell Biology; Botany and Plant Sciences Department; University of California; Riverside; Riverside; CA 92521; USA.
Julia Bailey-Serres	Corresponding	Journal Article	26824650	Cell	2016	Flexible Ion Barrier.	Center for Plant Cell Biology; Botany and Plant Sciences Department; University of California; Riverside; Riverside; CA 92521; USA. Electronic address: serres@ucr.edu.
Jeanine L Olsen	First	Journal Article	26814964	Nature	2016	The genome of the seagrass Zostera marina reveals angiosperm adaptation to the sea.	Groningen Institute of Evolutionary Life Sciences (GELIFES); University of Groningen; PO Box 11103; 9700 CC Groningen; The Netherlands.
Pierre RouzÃ©	2	Journal Article	26814964	Nature	2016	The genome of the seagrass Zostera marina reveals angiosperm adaptation to the sea.	Department of Plant Systems Biology; VIB and Department of Plant Biotechnology and Bioinformatics; Ghent University; Technologiepark 927; B-9052 Ghent; Belgium.
Bram Verhelst	3	Journal Article	26814964	Nature	2016	The genome of the seagrass Zostera marina reveals angiosperm adaptation to the sea.	Department of Plant Systems Biology; VIB and Department of Plant Biotechnology and Bioinformatics; Ghent University; Technologiepark 927; B-9052 Ghent; Belgium.
Yao-Cheng Lin	4	Journal Article	26814964	Nature	2016	The genome of the seagrass Zostera marina reveals angiosperm adaptation to the sea.	Department of Plant Systems Biology; VIB and Department of Plant Biotechnology and Bioinformatics; Ghent University; Technologiepark 927; B-9052 Ghent; Belgium.
Till Bayer	5	Journal Article	26814964	Nature	2016	The genome of the seagrass Zostera marina reveals angiosperm adaptation to the sea.	GEOMAR Helmholtz Centre for Ocean Research-Kiel; Evolutionary Ecology; DÃ¼sternbrooker Weg 20; D-24105 Kiel; Germany.
Jonas Collen	6	Journal Article	26814964	Nature	2016	The genome of the seagrass Zostera marina reveals angiosperm adaptation to the sea.	Sorbonne UniversitÃ©; UPMC Univ Paris 06; CNRS; UMR 8227; Integrative Biology of Marine Models; Station Biologique de Roscoff; CS 90074; F-29688; Roscoff cedex; France.
Emanuela Dattolo	7	Journal Article	26814964	Nature	2016	The genome of the seagrass Zostera marina reveals angiosperm adaptation to the sea.	Stazione Zoologica Anton Dohrn; Villa Comunale; 80121 Naples; Italy.
Emanuele De Paoli	8	Journal Article	26814964	Nature	2016	The genome of the seagrass Zostera marina reveals angiosperm adaptation to the sea.	Dipartimento di Scienze Agrarie e Ambientali; University of Udine; Via delle Scienze 206; 33100 Udine; Italy.
Simon Dittami	9	Journal Article	26814964	Nature	2016	The genome of the seagrass Zostera marina reveals angiosperm adaptation to the sea.	Sorbonne UniversitÃ©; UPMC Univ Paris 06; CNRS; UMR 8227; Integrative Biology of Marine Models; Station Biologique de Roscoff; CS 90074; F-29688; Roscoff cedex; France.
Florian Maumus	10	Journal Article	26814964	Nature	2016	The genome of the seagrass Zostera marina reveals angiosperm adaptation to the sea.	INRA; UR1164 URGI-Research Unit in Genomics-Info; INRA de Versailles-Grignon; Route de Saint-Cyr; Versailles 78026; France.
Gurvan Michel	11	Journal Article	26814964	Nature	2016	The genome of the seagrass Zostera marina reveals angiosperm adaptation to the sea.	Sorbonne UniversitÃ©; UPMC Univ Paris 06; CNRS; UMR 8227; Integrative Biology of Marine Models; Station Biologique de Roscoff; CS 90074; F-29688; Roscoff cedex; France.
Anna Kersting	12	Journal Article	26814964	Nature	2016	The genome of the seagrass Zostera marina reveals angiosperm adaptation to the sea.	Institute for Evolution and Biodiversity; WestfÃ¤lische Wilhelms-University of MÃ¼nster; HÃ¼fferstrasse 1; D-48149 MÃ¼nster; Germany.
Chiara Lauritano	13	Journal Article	26814964	Nature	2016	The genome of the seagrass Zostera marina reveals angiosperm adaptation to the sea.	Stazione Zoologica Anton Dohrn; Villa Comunale; 80121 Naples; Italy.
Rolf Lohaus	14	Journal Article	26814964	Nature	2016	The genome of the seagrass Zostera marina reveals angiosperm adaptation to the sea.	Department of Plant Systems Biology; VIB and Department of Plant Biotechnology and Bioinformatics; Ghent University; Technologiepark 927; B-9052 Ghent; Belgium.
Mats TÃ¶pel	15	Journal Article	26814964	Nature	2016	The genome of the seagrass Zostera marina reveals angiosperm adaptation to the sea.	Department of Biological and Environmental Sciences; Bioinformatics Infrastructure for Life Sciences (BILS); University of Gothenburg; Medicinaregatan 18A; 40530 Gothenburg; Sweden.
Thierry Tonon	16	Journal Article	26814964	Nature	2016	The genome of the seagrass Zostera marina reveals angiosperm adaptation to the sea.	Sorbonne UniversitÃ©; UPMC Univ Paris 06; CNRS; UMR 8227; Integrative Biology of Marine Models; Station Biologique de Roscoff; CS 90074; F-29688; Roscoff cedex; France.
Kevin Vanneste	17	Journal Article	26814964	Nature	2016	The genome of the seagrass Zostera marina reveals angiosperm adaptation to the sea.	Department of Plant Systems Biology; VIB and Department of Plant Biotechnology and Bioinformatics; Ghent University; Technologiepark 927; B-9052 Ghent; Belgium.
Mojgan Amirebrahimi	18	Journal Article	26814964	Nature	2016	The genome of the seagrass Zostera marina reveals angiosperm adaptation to the sea.	Department of Energy Joint Genome Institute; 2800 Mitchell Dr.; #100; Walnut Creek; California 94598; USA.
Janina Brakel	19	Journal Article	26814964	Nature	2016	The genome of the seagrass Zostera marina reveals angiosperm adaptation to the sea.	GEOMAR Helmholtz Centre for Ocean Research-Kiel; Evolutionary Ecology; DÃ¼sternbrooker Weg 20; D-24105 Kiel; Germany.
Christoffer BostrÃ¶m	20	Journal Article	26814964	Nature	2016	The genome of the seagrass Zostera marina reveals angiosperm adaptation to the sea.	Environmental and Marine Biology; Faculty of Science and Engineering; Ãbo Akademi University; Artillerigatan 6; FI-20520 Turku/Ãbo; Finland.
Mansi Chovatia	21	Journal Article	26814964	Nature	2016	The genome of the seagrass Zostera marina reveals angiosperm adaptation to the sea.	Department of Energy Joint Genome Institute; 2800 Mitchell Dr.; #100; Walnut Creek; California 94598; USA.
Jane Grimwood	22	Journal Article	26814964	Nature	2016	The genome of the seagrass Zostera marina reveals angiosperm adaptation to the sea.	Department of Energy Joint Genome Institute; 2800 Mitchell Dr.; #100; Walnut Creek; California 94598; USA.
Jerry W Jenkins	23	Journal Article	26814964	Nature	2016	The genome of the seagrass Zostera marina reveals angiosperm adaptation to the sea.	Department of Energy Joint Genome Institute; 2800 Mitchell Dr.; #100; Walnut Creek; California 94598; USA.
Alexander Jueterbock	24	Journal Article	26814964	Nature	2016	The genome of the seagrass Zostera marina reveals angiosperm adaptation to the sea.	Marine Ecology Group; Nord University; Postbox 1490; 8049 BodÃ¸; Norway.
Amy Mraz	25	Journal Article	26814964	Nature	2016	The genome of the seagrass Zostera marina reveals angiosperm adaptation to the sea.	Amplicon Express; 2345 NE Hopkins Ct.; Pullman; Washington 99163; USA.
Wytze T Stam	26	Journal Article	26814964	Nature	2016	The genome of the seagrass Zostera marina reveals angiosperm adaptation to the sea.	Groningen Institute of Evolutionary Life Sciences (GELIFES); University of Groningen; PO Box 11103; 9700 CC Groningen; The Netherlands.
Hope Tice	27	Journal Article	26814964	Nature	2016	The genome of the seagrass Zostera marina reveals angiosperm adaptation to the sea.	Department of Energy Joint Genome Institute; 2800 Mitchell Dr.; #100; Walnut Creek; California 94598; USA.
Erich Bornberg-Bauer	28	Journal Article	26814964	Nature	2016	The genome of the seagrass Zostera marina reveals angiosperm adaptation to the sea.	Institute for Evolution and Biodiversity; WestfÃ¤lische Wilhelms-University of MÃ¼nster; HÃ¼fferstrasse 1; D-48149 MÃ¼nster; Germany.
Pamela J Green	29	Journal Article	26814964	Nature	2016	The genome of the seagrass Zostera marina reveals angiosperm adaptation to the sea.	School of Marine Science and Policy; Department of Plant and Soil Sciences; Delaware Biotechnology Institute; University of Delaware; 15-Innovation Way; Newark; Delaware 19711; USA.
Gareth A Pearson	30	Journal Article	26814964	Nature	2016	The genome of the seagrass Zostera marina reveals angiosperm adaptation to the sea.	Marine Ecology and Evolution; Centre for Marine Sciences (CCMAR); University of Algarve; 8005-139 Faro; Portugal.
Gabriele Procaccini	31	Journal Article	26814964	Nature	2016	The genome of the seagrass Zostera marina reveals angiosperm adaptation to the sea.	Stazione Zoologica Anton Dohrn; Villa Comunale; 80121 Naples; Italy.
Carlos M Duarte	32	Journal Article	26814964	Nature	2016	The genome of the seagrass Zostera marina reveals angiosperm adaptation to the sea.	King Abdullah University of Science and Technology (KAUST); Red Sea Research Center (RSRC); Thuwal 23955-6900; Saudi Arabia.
Jeremy Schmutz	33	Journal Article	26814964	Nature	2016	The genome of the seagrass Zostera marina reveals angiosperm adaptation to the sea.	Department of Energy Joint Genome Institute; 2800 Mitchell Dr.; #100; Walnut Creek; California 94598; USA.
Thorsten B H Reusch	34	Journal Article	26814964	Nature	2016	The genome of the seagrass Zostera marina reveals angiosperm adaptation to the sea.	GEOMAR Helmholtz Centre for Ocean Research-Kiel; Evolutionary Ecology; DÃ¼sternbrooker Weg 20; D-24105 Kiel; Germany.
Yves Van de Peer	Corresponding	Journal Article	26814964	Nature	2016	The genome of the seagrass Zostera marina reveals angiosperm adaptation to the sea.	Department of Plant Systems Biology; VIB and Department of Plant Biotechnology and Bioinformatics; Ghent University; Technologiepark 927; B-9052 Ghent; Belgium.
Lucas A Garibaldi	First	Journal Article	26798016	Science	2016	Mutually beneficial pollinator diversity and crop yield outcomes in small and large farms.	Instituto de Investigaciones en Recursos Naturales; AgroecologÃ­a y Desarrollo Rural (IRNAD); Sede Andina; Universidad Nacional de RÃ­o Negro (UNRN) and Consejo Nacional de Investigaciones CientÃ­ficas y TÃ©cnicas (CONICET); Mitre 630; CP 8400; San Carlos de Bariloche; RÃ­o Negro; Argentina. lgaribaldi@unrn.edu.ar.
LuÃ­sa G Carvalheiro	2	Journal Article	26798016	Science	2016	Mutually beneficial pollinator diversity and crop yield outcomes in small and large farms.	Departamento de Ecologia; Universidade de BrasÃ­lia; Campus UniversitÃ¡rio Darcy Ribeiro; BrasÃ­lia - DF; 70910-900; Brazil; Centre for Ecology; Evolution and Environmental Changes (CE3C); Faculdade de CiÃªncias da Universidade de Lisboa 1749-016 Lisboa; Portugal & Naturalis Biodiversity Center; postbus 9517; 2300; RA; Leiden; Netherlands.
Bernard E VaissiÃ¨re	3	Journal Article	26798016	Science	2016	Mutually beneficial pollinator diversity and crop yield outcomes in small and large farms.	Institut national de la recherche agronomique; UR406 Abeilles et Environnement; 228 route de l'AÃ©rodrome; CS40509; F84914; Avignon Cedex 9; France.
Barbara Gemmill-Herren	4	Journal Article	26798016	Science	2016	Mutually beneficial pollinator diversity and crop yield outcomes in small and large farms.	Food and Agriculture Organization of the United Nations; Viale delle Terme di Caracalla 00153; Rome; Italy.
Juliana HipÃ³lito	5	Journal Article	26798016	Science	2016	Mutually beneficial pollinator diversity and crop yield outcomes in small and large farms.	Departamento de Zoologia; Universidade Federal da Bahia; Instituto de Biologia; Rua BarÃ£o de Geremoabo; S/N; Campus de Ondina; CEP 40170110; Salvador; BA; Brazil.
Breno M Freitas	6	Journal Article	26798016	Science	2016	Mutually beneficial pollinator diversity and crop yield outcomes in small and large farms.	Departamento de Zootecnia-Centro de CiÃªncias AgrÃ¡rias; Universidade Federal do CearÃ¡; Campus UniversitÃ¡rio do Pici; CEP 60021970; Fortaleza; CE; Brazil.
Hien T Ngo	7	Journal Article	26798016	Science	2016	Mutually beneficial pollinator diversity and crop yield outcomes in small and large farms.	IPBES Secretariat; Intergovernmental Platform on Biodiversity and Ecosystem Services (IPBES); UN Campus; Platz der Vereinten Nationen 1; D-53113; Bonn; Germany.
Nadine Azzu	8	Journal Article	26798016	Science	2016	Mutually beneficial pollinator diversity and crop yield outcomes in small and large farms.	Food and Agriculture Organization of the United Nations; Viale delle Terme di Caracalla 00153; Rome; Italy.
AgustÃ­n SÃ¡ez	9	Journal Article	26798016	Science	2016	Mutually beneficial pollinator diversity and crop yield outcomes in small and large farms.	Laboratorio Ecotono; Universidad Nacional del Comahue-CONICET; Instituto de Investigaciones en Biodiversidad y Medioambiente; Quintral 1250; CP 8400; San Carlos de Bariloche; RÃ­o Negro; Argentina.
Jens ÃstrÃ¶m	10	Journal Article	26798016	Science	2016	Mutually beneficial pollinator diversity and crop yield outcomes in small and large farms.	Norwegian Institute for Nature Research; Post Office Box 5685 Sluppen; NO-7485; Trondheim; Norway.
Jiandong An	11	Journal Article	26798016	Science	2016	Mutually beneficial pollinator diversity and crop yield outcomes in small and large farms.	Key Laboratory for Insect-Pollinator Biology of the Ministry of Agriculture; Institute of Apicultural Research; Chinese Academy of Agricultural Sciences; 100093; Beijing; China.
Betina Blochtein	12	Journal Article	26798016	Science	2016	Mutually beneficial pollinator diversity and crop yield outcomes in small and large farms.	PontifÃ­cia Universidade CatÃ³lica do Rio Grande do Sul (PUCRS); Av. Ipiranga; 6681; CEP 90619900; Porto Alegre; RS; Brazil.
Damayanti Buchori	13	Journal Article	26798016	Science	2016	Mutually beneficial pollinator diversity and crop yield outcomes in small and large farms.	Department of Plant Protection; Faculty of Agriculture; Bogor Agricultural University. Jln. Kamper; Darmaga; Bogor; 16680; West Java; Indonesia.
