Name	Author Type	Article Type	pmid	Journal	Year	Article title	Author affiliation
Kiwamu Tanaka	3	Journal Article	24009356	Science	2013	Nonlegumes respond to rhizobial Nod factors by suppressing the innate immune response.	Division of Plant Science; National Center for Soybean Biotechnology; Christopher S. Bond Life Sciences Center; University of Missouri; Columbia; MO 65211; USA.
Sandra Thibivilliers	4	Journal Article	24009356	Science	2013	Nonlegumes respond to rhizobial Nod factors by suppressing the innate immune response.	Division of Plant Science; National Center for Soybean Biotechnology; Christopher S. Bond Life Sciences Center; University of Missouri; Columbia; MO 65211; USA.
Jinrong Wan	5	Journal Article	24009356	Science	2013	Nonlegumes respond to rhizobial Nod factors by suppressing the innate immune response.	Division of Plant Science; National Center for Soybean Biotechnology; Christopher S. Bond Life Sciences Center; University of Missouri; Columbia; MO 65211; USA.
Jeongmin Choi	6	Journal Article	24009356	Science	2013	Nonlegumes respond to rhizobial Nod factors by suppressing the innate immune response.	Division of Plant Science; National Center for Soybean Biotechnology; Christopher S. Bond Life Sciences Center; University of Missouri; Columbia; MO 65211; USA.
Chang ho Kang	7	Journal Article	24009356	Science	2013	Nonlegumes respond to rhizobial Nod factors by suppressing the innate immune response.	Division of Plant Science; National Center for Soybean Biotechnology; Christopher S. Bond Life Sciences Center; University of Missouri; Columbia; MO 65211; USA.
Jing Qiu	8	Journal Article	24009356	Science	2013	Nonlegumes respond to rhizobial Nod factors by suppressing the innate immune response.	Division of Plant Science; National Center for Soybean Biotechnology; Christopher S. Bond Life Sciences Center; University of Missouri; Columbia; MO 65211; USA.
Gary Stacey	Corresponding	Journal Article	24009356	Science	2013	Nonlegumes respond to rhizobial Nod factors by suppressing the innate immune response.	Division of Plant Science; National Center for Soybean Biotechnology; Christopher S. Bond Life Sciences Center; University of Missouri; Columbia; MO 65211; USA.
Jeremy Schmutz	First	Journal Article	20075913	Nature	2010	Genome sequence of the palaeopolyploid soybean.	HudsonAlpha Genome Sequencing Center; 601 Genome Way; Huntsville; Alabama 35806; USA.
Steven B Cannon	2	Journal Article	20075913	Nature	2010	Genome sequence of the palaeopolyploid soybean.	HudsonAlpha Genome Sequencing Center; 601 Genome Way; Huntsville; Alabama 35806; USA.
Jessica Schlueter	3	Journal Article	20075913	Nature	2010	Genome sequence of the palaeopolyploid soybean.	HudsonAlpha Genome Sequencing Center; 601 Genome Way; Huntsville; Alabama 35806; USA.
Jianxin Ma	4	Journal Article	20075913	Nature	2010	Genome sequence of the palaeopolyploid soybean.	HudsonAlpha Genome Sequencing Center; 601 Genome Way; Huntsville; Alabama 35806; USA.
Therese Mitros	5	Journal Article	20075913	Nature	2010	Genome sequence of the palaeopolyploid soybean.	HudsonAlpha Genome Sequencing Center; 601 Genome Way; Huntsville; Alabama 35806; USA.
William Nelson	6	Journal Article	20075913	Nature	2010	Genome sequence of the palaeopolyploid soybean.	HudsonAlpha Genome Sequencing Center; 601 Genome Way; Huntsville; Alabama 35806; USA.
David L Hyten	7	Journal Article	20075913	Nature	2010	Genome sequence of the palaeopolyploid soybean.	HudsonAlpha Genome Sequencing Center; 601 Genome Way; Huntsville; Alabama 35806; USA.
Qijian Song	8	Journal Article	20075913	Nature	2010	Genome sequence of the palaeopolyploid soybean.	HudsonAlpha Genome Sequencing Center; 601 Genome Way; Huntsville; Alabama 35806; USA.
Jay J Thelen	9	Journal Article	20075913	Nature	2010	Genome sequence of the palaeopolyploid soybean.	HudsonAlpha Genome Sequencing Center; 601 Genome Way; Huntsville; Alabama 35806; USA.
Jianlin Cheng	10	Journal Article	20075913	Nature	2010	Genome sequence of the palaeopolyploid soybean.	HudsonAlpha Genome Sequencing Center; 601 Genome Way; Huntsville; Alabama 35806; USA.
Dong Xu	11	Journal Article	20075913	Nature	2010	Genome sequence of the palaeopolyploid soybean.	HudsonAlpha Genome Sequencing Center; 601 Genome Way; Huntsville; Alabama 35806; USA.
Uffe Hellsten	12	Journal Article	20075913	Nature	2010	Genome sequence of the palaeopolyploid soybean.	HudsonAlpha Genome Sequencing Center; 601 Genome Way; Huntsville; Alabama 35806; USA.
Gregory D May	13	Journal Article	20075913	Nature	2010	Genome sequence of the palaeopolyploid soybean.	HudsonAlpha Genome Sequencing Center; 601 Genome Way; Huntsville; Alabama 35806; USA.
Yeisoo Yu	14	Journal Article	20075913	Nature	2010	Genome sequence of the palaeopolyploid soybean.	HudsonAlpha Genome Sequencing Center; 601 Genome Way; Huntsville; Alabama 35806; USA.
Tetsuya Sakurai	15	Journal Article	20075913	Nature	2010	Genome sequence of the palaeopolyploid soybean.	HudsonAlpha Genome Sequencing Center; 601 Genome Way; Huntsville; Alabama 35806; USA.
Taishi Umezawa	16	Journal Article	20075913	Nature	2010	Genome sequence of the palaeopolyploid soybean.	HudsonAlpha Genome Sequencing Center; 601 Genome Way; Huntsville; Alabama 35806; USA.
Madan K Bhattacharyya	17	Journal Article	20075913	Nature	2010	Genome sequence of the palaeopolyploid soybean.	HudsonAlpha Genome Sequencing Center; 601 Genome Way; Huntsville; Alabama 35806; USA.
Devinder Sandhu	18	Journal Article	20075913	Nature	2010	Genome sequence of the palaeopolyploid soybean.	HudsonAlpha Genome Sequencing Center; 601 Genome Way; Huntsville; Alabama 35806; USA.
Babu Valliyodan	19	Journal Article	20075913	Nature	2010	Genome sequence of the palaeopolyploid soybean.	HudsonAlpha Genome Sequencing Center; 601 Genome Way; Huntsville; Alabama 35806; USA.
Erika Lindquist	20	Journal Article	20075913	Nature	2010	Genome sequence of the palaeopolyploid soybean.	HudsonAlpha Genome Sequencing Center; 601 Genome Way; Huntsville; Alabama 35806; USA.
Myron Peto	21	Journal Article	20075913	Nature	2010	Genome sequence of the palaeopolyploid soybean.	HudsonAlpha Genome Sequencing Center; 601 Genome Way; Huntsville; Alabama 35806; USA.
David Grant	22	Journal Article	20075913	Nature	2010	Genome sequence of the palaeopolyploid soybean.	HudsonAlpha Genome Sequencing Center; 601 Genome Way; Huntsville; Alabama 35806; USA.
Shengqiang Shu	23	Journal Article	20075913	Nature	2010	Genome sequence of the palaeopolyploid soybean.	HudsonAlpha Genome Sequencing Center; 601 Genome Way; Huntsville; Alabama 35806; USA.
David Goodstein	24	Journal Article	20075913	Nature	2010	Genome sequence of the palaeopolyploid soybean.	HudsonAlpha Genome Sequencing Center; 601 Genome Way; Huntsville; Alabama 35806; USA.
Kerrie Barry	25	Journal Article	20075913	Nature	2010	Genome sequence of the palaeopolyploid soybean.	HudsonAlpha Genome Sequencing Center; 601 Genome Way; Huntsville; Alabama 35806; USA.
Montona Futrell-Griggs	26	Journal Article	20075913	Nature	2010	Genome sequence of the palaeopolyploid soybean.	HudsonAlpha Genome Sequencing Center; 601 Genome Way; Huntsville; Alabama 35806; USA.
Brian Abernathy	27	Journal Article	20075913	Nature	2010	Genome sequence of the palaeopolyploid soybean.	HudsonAlpha Genome Sequencing Center; 601 Genome Way; Huntsville; Alabama 35806; USA.
Jianchang Du	28	Journal Article	20075913	Nature	2010	Genome sequence of the palaeopolyploid soybean.	HudsonAlpha Genome Sequencing Center; 601 Genome Way; Huntsville; Alabama 35806; USA.
Zhixi Tian	29	Journal Article	20075913	Nature	2010	Genome sequence of the palaeopolyploid soybean.	HudsonAlpha Genome Sequencing Center; 601 Genome Way; Huntsville; Alabama 35806; USA.
Liucun Zhu	30	Journal Article	20075913	Nature	2010	Genome sequence of the palaeopolyploid soybean.	HudsonAlpha Genome Sequencing Center; 601 Genome Way; Huntsville; Alabama 35806; USA.
Navdeep Gill	31	Journal Article	20075913	Nature	2010	Genome sequence of the palaeopolyploid soybean.	HudsonAlpha Genome Sequencing Center; 601 Genome Way; Huntsville; Alabama 35806; USA.
Trupti Joshi	32	Journal Article	20075913	Nature	2010	Genome sequence of the palaeopolyploid soybean.	HudsonAlpha Genome Sequencing Center; 601 Genome Way; Huntsville; Alabama 35806; USA.
Marc Libault	33	Journal Article	20075913	Nature	2010	Genome sequence of the palaeopolyploid soybean.	HudsonAlpha Genome Sequencing Center; 601 Genome Way; Huntsville; Alabama 35806; USA.
Anand Sethuraman	34	Journal Article	20075913	Nature	2010	Genome sequence of the palaeopolyploid soybean.	HudsonAlpha Genome Sequencing Center; 601 Genome Way; Huntsville; Alabama 35806; USA.
Xue-Cheng Zhang	35	Journal Article	20075913	Nature	2010	Genome sequence of the palaeopolyploid soybean.	HudsonAlpha Genome Sequencing Center; 601 Genome Way; Huntsville; Alabama 35806; USA.
Kazuo Shinozaki	36	Journal Article	20075913	Nature	2010	Genome sequence of the palaeopolyploid soybean.	HudsonAlpha Genome Sequencing Center; 601 Genome Way; Huntsville; Alabama 35806; USA.
Henry T Nguyen	37	Journal Article	20075913	Nature	2010	Genome sequence of the palaeopolyploid soybean.	HudsonAlpha Genome Sequencing Center; 601 Genome Way; Huntsville; Alabama 35806; USA.
Rod A Wing	38	Journal Article	20075913	Nature	2010	Genome sequence of the palaeopolyploid soybean.	HudsonAlpha Genome Sequencing Center; 601 Genome Way; Huntsville; Alabama 35806; USA.
Perry Cregan	39	Journal Article	20075913	Nature	2010	Genome sequence of the palaeopolyploid soybean.	HudsonAlpha Genome Sequencing Center; 601 Genome Way; Huntsville; Alabama 35806; USA.
James Specht	40	Journal Article	20075913	Nature	2010	Genome sequence of the palaeopolyploid soybean.	HudsonAlpha Genome Sequencing Center; 601 Genome Way; Huntsville; Alabama 35806; USA.
Jane Grimwood	41	Journal Article	20075913	Nature	2010	Genome sequence of the palaeopolyploid soybean.	HudsonAlpha Genome Sequencing Center; 601 Genome Way; Huntsville; Alabama 35806; USA.
Dan Rokhsar	42	Journal Article	20075913	Nature	2010	Genome sequence of the palaeopolyploid soybean.	HudsonAlpha Genome Sequencing Center; 601 Genome Way; Huntsville; Alabama 35806; USA.
Gary Stacey	43	Journal Article	20075913	Nature	2010	Genome sequence of the palaeopolyploid soybean.	HudsonAlpha Genome Sequencing Center; 601 Genome Way; Huntsville; Alabama 35806; USA.
Randy C Shoemaker	44	Journal Article	20075913	Nature	2010	Genome sequence of the palaeopolyploid soybean.	HudsonAlpha Genome Sequencing Center; 601 Genome Way; Huntsville; Alabama 35806; USA.
Scott A Jackson	Corresponding	Journal Article	20075913	Nature	2010	Genome sequence of the palaeopolyploid soybean.	HudsonAlpha Genome Sequencing Center; 601 Genome Way; Huntsville; Alabama 35806; USA.
Eric Giraud	First	Journal Article	17540897	Science	2007	Legumes symbioses: absence of Nod genes in photosynthetic bradyrhizobia.	Institut de Recherche pour le D̩veloppement; Centre de Coop̩ration International en Recherche Agronomique pour le D̩veloppement; Institut National de la Recherche Agronomique; Universit̩ Montpellier 2; France. giraud@mpl.ird.fr
Lionel Moulin	Corresponding	Journal Article	17540897	Science	2007	Legumes symbioses: absence of Nod genes in photosynthetic bradyrhizobia.	Institut de Recherche pour le D̩veloppement; Centre de Coop̩ration International en Recherche Agronomique pour le D̩veloppement; Institut National de la Recherche Agronomique; Universit̩ Montpellier 2; France. giraud@mpl.ird.fr
David Vallenet	Corresponding	Journal Article	17540897	Science	2007	Legumes symbioses: absence of Nod genes in photosynthetic bradyrhizobia.	Institut de Recherche pour le D̩veloppement; Centre de Coop̩ration International en Recherche Agronomique pour le D̩veloppement; Institut National de la Recherche Agronomique; Universit̩ Montpellier 2; France. giraud@mpl.ird.fr
Val̩rie Barbe	Corresponding	Journal Article	17540897	Science	2007	Legumes symbioses: absence of Nod genes in photosynthetic bradyrhizobia.	Institut de Recherche pour le D̩veloppement; Centre de Coop̩ration International en Recherche Agronomique pour le D̩veloppement; Institut National de la Recherche Agronomique; Universit̩ Montpellier 2; France. giraud@mpl.ird.fr
Eddie Cytryn	Corresponding	Journal Article	17540897	Science	2007	Legumes symbioses: absence of Nod genes in photosynthetic bradyrhizobia.	Institut de Recherche pour le D̩veloppement; Centre de Coop̩ration International en Recherche Agronomique pour le D̩veloppement; Institut National de la Recherche Agronomique; Universit̩ Montpellier 2; France. giraud@mpl.ird.fr
Jean-Christophe Avarre	Corresponding	Journal Article	17540897	Science	2007	Legumes symbioses: absence of Nod genes in photosynthetic bradyrhizobia.	Institut de Recherche pour le D̩veloppement; Centre de Coop̩ration International en Recherche Agronomique pour le D̩veloppement; Institut National de la Recherche Agronomique; Universit̩ Montpellier 2; France. giraud@mpl.ird.fr
Marianne Jaubert	Corresponding	Journal Article	17540897	Science	2007	Legumes symbioses: absence of Nod genes in photosynthetic bradyrhizobia.	Institut de Recherche pour le D̩veloppement; Centre de Coop̩ration International en Recherche Agronomique pour le D̩veloppement; Institut National de la Recherche Agronomique; Universit̩ Montpellier 2; France. giraud@mpl.ird.fr
Damien Simon	Corresponding	Journal Article	17540897	Science	2007	Legumes symbioses: absence of Nod genes in photosynthetic bradyrhizobia.	Institut de Recherche pour le D̩veloppement; Centre de Coop̩ration International en Recherche Agronomique pour le D̩veloppement; Institut National de la Recherche Agronomique; Universit̩ Montpellier 2; France. giraud@mpl.ird.fr
Fabienne Cartieaux	Corresponding	Journal Article	17540897	Science	2007	Legumes symbioses: absence of Nod genes in photosynthetic bradyrhizobia.	Institut de Recherche pour le D̩veloppement; Centre de Coop̩ration International en Recherche Agronomique pour le D̩veloppement; Institut National de la Recherche Agronomique; Universit̩ Montpellier 2; France. giraud@mpl.ird.fr
Yves Prin	Corresponding	Journal Article	17540897	Science	2007	Legumes symbioses: absence of Nod genes in photosynthetic bradyrhizobia.	Institut de Recherche pour le D̩veloppement; Centre de Coop̩ration International en Recherche Agronomique pour le D̩veloppement; Institut National de la Recherche Agronomique; Universit̩ Montpellier 2; France. giraud@mpl.ird.fr
Gilles Bena	Corresponding	Journal Article	17540897	Science	2007	Legumes symbioses: absence of Nod genes in photosynthetic bradyrhizobia.	Institut de Recherche pour le D̩veloppement; Centre de Coop̩ration International en Recherche Agronomique pour le D̩veloppement; Institut National de la Recherche Agronomique; Universit̩ Montpellier 2; France. giraud@mpl.ird.fr
Laure Hannibal	Corresponding	Journal Article	17540897	Science	2007	Legumes symbioses: absence of Nod genes in photosynthetic bradyrhizobia.	Institut de Recherche pour le D̩veloppement; Centre de Coop̩ration International en Recherche Agronomique pour le D̩veloppement; Institut National de la Recherche Agronomique; Universit̩ Montpellier 2; France. giraud@mpl.ird.fr
Joel Fardoux	Corresponding	Journal Article	17540897	Science	2007	Legumes symbioses: absence of Nod genes in photosynthetic bradyrhizobia.	Institut de Recherche pour le D̩veloppement; Centre de Coop̩ration International en Recherche Agronomique pour le D̩veloppement; Institut National de la Recherche Agronomique; Universit̩ Montpellier 2; France. giraud@mpl.ird.fr
Mila Kojadinovic	Corresponding	Journal Article	17540897	Science	2007	Legumes symbioses: absence of Nod genes in photosynthetic bradyrhizobia.	Institut de Recherche pour le D̩veloppement; Centre de Coop̩ration International en Recherche Agronomique pour le D̩veloppement; Institut National de la Recherche Agronomique; Universit̩ Montpellier 2; France. giraud@mpl.ird.fr
Laurie Vuillet	Corresponding	Journal Article	17540897	Science	2007	Legumes symbioses: absence of Nod genes in photosynthetic bradyrhizobia.	Institut de Recherche pour le D̩veloppement; Centre de Coop̩ration International en Recherche Agronomique pour le D̩veloppement; Institut National de la Recherche Agronomique; Universit̩ Montpellier 2; France. giraud@mpl.ird.fr
Aur̩lie Lajus	Corresponding	Journal Article	17540897	Science	2007	Legumes symbioses: absence of Nod genes in photosynthetic bradyrhizobia.	Institut de Recherche pour le D̩veloppement; Centre de Coop̩ration International en Recherche Agronomique pour le D̩veloppement; Institut National de la Recherche Agronomique; Universit̩ Montpellier 2; France. giraud@mpl.ird.fr
St̩phane Cruveiller	Corresponding	Journal Article	17540897	Science	2007	Legumes symbioses: absence of Nod genes in photosynthetic bradyrhizobia.	Institut de Recherche pour le D̩veloppement; Centre de Coop̩ration International en Recherche Agronomique pour le D̩veloppement; Institut National de la Recherche Agronomique; Universit̩ Montpellier 2; France. giraud@mpl.ird.fr
Zoe Rouy	Corresponding	Journal Article	17540897	Science	2007	Legumes symbioses: absence of Nod genes in photosynthetic bradyrhizobia.	Institut de Recherche pour le D̩veloppement; Centre de Coop̩ration International en Recherche Agronomique pour le D̩veloppement; Institut National de la Recherche Agronomique; Universit̩ Montpellier 2; France. giraud@mpl.ird.fr
Sophie Mangenot	Corresponding	Journal Article	17540897	Science	2007	Legumes symbioses: absence of Nod genes in photosynthetic bradyrhizobia.	Institut de Recherche pour le D̩veloppement; Centre de Coop̩ration International en Recherche Agronomique pour le D̩veloppement; Institut National de la Recherche Agronomique; Universit̩ Montpellier 2; France. giraud@mpl.ird.fr
B̩atrice Segurens	Corresponding	Journal Article	17540897	Science	2007	Legumes symbioses: absence of Nod genes in photosynthetic bradyrhizobia.	Institut de Recherche pour le D̩veloppement; Centre de Coop̩ration International en Recherche Agronomique pour le D̩veloppement; Institut National de la Recherche Agronomique; Universit̩ Montpellier 2; France. giraud@mpl.ird.fr
Carole Dossat	Corresponding	Journal Article	17540897	Science	2007	Legumes symbioses: absence of Nod genes in photosynthetic bradyrhizobia.	Institut de Recherche pour le D̩veloppement; Centre de Coop̩ration International en Recherche Agronomique pour le D̩veloppement; Institut National de la Recherche Agronomique; Universit̩ Montpellier 2; France. giraud@mpl.ird.fr
William L Franck	Corresponding	Journal Article	17540897	Science	2007	Legumes symbioses: absence of Nod genes in photosynthetic bradyrhizobia.	Institut de Recherche pour le D̩veloppement; Centre de Coop̩ration International en Recherche Agronomique pour le D̩veloppement; Institut National de la Recherche Agronomique; Universit̩ Montpellier 2; France. giraud@mpl.ird.fr
Woo-Suk Chang	Corresponding	Journal Article	17540897	Science	2007	Legumes symbioses: absence of Nod genes in photosynthetic bradyrhizobia.	Institut de Recherche pour le D̩veloppement; Centre de Coop̩ration International en Recherche Agronomique pour le D̩veloppement; Institut National de la Recherche Agronomique; Universit̩ Montpellier 2; France. giraud@mpl.ird.fr
Elizabeth Saunders	Corresponding	Journal Article	17540897	Science	2007	Legumes symbioses: absence of Nod genes in photosynthetic bradyrhizobia.	Institut de Recherche pour le D̩veloppement; Centre de Coop̩ration International en Recherche Agronomique pour le D̩veloppement; Institut National de la Recherche Agronomique; Universit̩ Montpellier 2; France. giraud@mpl.ird.fr
David Bruce	Corresponding	Journal Article	17540897	Science	2007	Legumes symbioses: absence of Nod genes in photosynthetic bradyrhizobia.	Institut de Recherche pour le D̩veloppement; Centre de Coop̩ration International en Recherche Agronomique pour le D̩veloppement; Institut National de la Recherche Agronomique; Universit̩ Montpellier 2; France. giraud@mpl.ird.fr
Paul Richardson	Corresponding	Journal Article	17540897	Science	2007	Legumes symbioses: absence of Nod genes in photosynthetic bradyrhizobia.	Institut de Recherche pour le D̩veloppement; Centre de Coop̩ration International en Recherche Agronomique pour le D̩veloppement; Institut National de la Recherche Agronomique; Universit̩ Montpellier 2; France. giraud@mpl.ird.fr
Philippe Normand	Corresponding	Journal Article	17540897	Science	2007	Legumes symbioses: absence of Nod genes in photosynthetic bradyrhizobia.	Institut de Recherche pour le D̩veloppement; Centre de Coop̩ration International en Recherche Agronomique pour le D̩veloppement; Institut National de la Recherche Agronomique; Universit̩ Montpellier 2; France. giraud@mpl.ird.fr
Bernard Dreyfus	Corresponding	Journal Article	17540897	Science	2007	Legumes symbioses: absence of Nod genes in photosynthetic bradyrhizobia.	Institut de Recherche pour le D̩veloppement; Centre de Coop̩ration International en Recherche Agronomique pour le D̩veloppement; Institut National de la Recherche Agronomique; Universit̩ Montpellier 2; France. giraud@mpl.ird.fr
David Pignol	Corresponding	Journal Article	17540897	Science	2007	Legumes symbioses: absence of Nod genes in photosynthetic bradyrhizobia.	Institut de Recherche pour le D̩veloppement; Centre de Coop̩ration International en Recherche Agronomique pour le D̩veloppement; Institut National de la Recherche Agronomique; Universit̩ Montpellier 2; France. giraud@mpl.ird.fr
Gary Stacey	Corresponding	Journal Article	17540897	Science	2007	Legumes symbioses: absence of Nod genes in photosynthetic bradyrhizobia.	Institut de Recherche pour le D̩veloppement; Centre de Coop̩ration International en Recherche Agronomique pour le D̩veloppement; Institut National de la Recherche Agronomique; Universit̩ Montpellier 2; France. giraud@mpl.ird.fr
David Emerich	Corresponding	Journal Article	17540897	Science	2007	Legumes symbioses: absence of Nod genes in photosynthetic bradyrhizobia.	Institut de Recherche pour le D̩veloppement; Centre de Coop̩ration International en Recherche Agronomique pour le D̩veloppement; Institut National de la Recherche Agronomique; Universit̩ Montpellier 2; France. giraud@mpl.ird.fr
Andr̩ Verm̩glio	Corresponding	Journal Article	17540897	Science	2007	Legumes symbioses: absence of Nod genes in photosynthetic bradyrhizobia.	Institut de Recherche pour le D̩veloppement; Centre de Coop̩ration International en Recherche Agronomique pour le D̩veloppement; Institut National de la Recherche Agronomique; Universit̩ Montpellier 2; France. giraud@mpl.ird.fr
Claudine M̩digue	Corresponding	Journal Article	17540897	Science	2007	Legumes symbioses: absence of Nod genes in photosynthetic bradyrhizobia.	Institut de Recherche pour le D̩veloppement; Centre de Coop̩ration International en Recherche Agronomique pour le D̩veloppement; Institut National de la Recherche Agronomique; Universit̩ Montpellier 2; France. giraud@mpl.ird.fr
Michael Sadowsky	Corresponding	Journal Article	17540897	Science	2007	Legumes symbioses: absence of Nod genes in photosynthetic bradyrhizobia.	Institut de Recherche pour le D̩veloppement; Centre de Coop̩ration International en Recherche Agronomique pour le D̩veloppement; Institut National de la Recherche Agronomique; Universit̩ Montpellier 2; France. giraud@mpl.ird.fr
