Name	Author Type	Article Type	pmid	Journal	Year	Article title	Author affiliation
Jeffrey I Gordon	Corresponding	Journal Article	26898329	Cell	2016	Sialylated Milk Oligosaccharides Promote Microbiota-Dependent Growth in Models of Infant Undernutrition.	Center for Genome Sciences and Systems Biology; Washington University School of Medicine; St. Louis; MO 63110; USA; Center for Gut Microbiome and Nutrition Research; Washington University School of Medicine; St. Louis; MO 63110; USA. Electronic address: jgordon@wustl.edu.
Herbert W Virgin	Corresponding	Review	26816384	Science	2016	Viral immunity. Transkingdom control of viral infection and immunity in the mammalian intestine.	Department of Pathology and Immunology; Washington University School of Medicine; St. Louis; MO 63110; USA. julie.pfeiffer@utsouthwestern.edu virgin@wustl.edu.
Zachary Pincus	Corresponding	Journal Article	26814974	Nature	2016	Ageing: A stretch in time.	Departments of Developmental Biology and Genetics; Washington University School of Medicine; St. Louis; Missouri 63110; USA.
Gerald W Dorn	Corresponding	Journal Article	26785495	Science	2015	Parkin-mediated mitophagy directs perinatal cardiac metabolic maturation in mice.	Center for Pharmacogenomics; Department of Internal Medicine; Washington University School of Medicine; St. Louis; MO; USA. gdorn@dom.wustl.edu.
John A Rogers	Corresponding	Journal Article	26779949	Nature	2016	Bioresorbable silicon electronic sensors for the brain.	Department of Materials Science and Engineering; University of Illinois at Urbana-Champaign; Urbana; Illinois 61801; USA.
Edward H Egelman	Corresponding	Journal Article	26724865	Cell	2016	Structure of a Chaperone-Usher Pilus Reveals the Molecular Basis of Rod Uncoiling.	Department of Biochemistry and Molecular Genetics; University of Virginia; Charlottesville; VA 22901; USA. Electronic address: egelman@virginia.edu.
Gabriel Waksman	Corresponding	Journal Article	26724865	Cell	2016	Structure of a Chaperone-Usher Pilus Reveals the Molecular Basis of Rod Uncoiling.	Institute of Structural and Molecular Biology; University College London and Birkbeck; Malet Street; London; WC1E 7HX; UK. Electronic address: g.waksman@mail.cryst.bbk.ac.uk.
Lucas D Gorné	Corresponding	Journal Article	26700811	Nature	2016	The global spectrum of plant form and function.	Instituto Multidisciplinario de Biología Vegetal (IMBIV); CONICET and FCEFyN; Universidad Nacional de Córdoba; Casilla de Correo 495; 5000 Córdoba; Argentina.
Nicholas J Gotelli	Corresponding	Journal Article	26675730	Nature	2016	Holocene shifts in the assembly of plant and animal communities implicate human impacts.	Department of Biology; University of Vermont; Burlington; Vermont 05405; USA.
Christina L Stallings	Corresponding	Journal Article	26649827	Nature	2015	Unique role for ATG5 in neutrophil-mediated immunopathology during M. tuberculosis infection.	Department of Molecular Microbiology; Washington University School of Medicine; St Louis; Missouri 63110; USA.
Wesley I Sundquist	Corresponding	Journal Article	26634441	Science	2015	Structure and membrane remodeling activity of ESCRT-III helical polymers.	Department of Biochemistry; University of Utah; Salt Lake City; UT 84112; USA. wes@biochem.utah.edu phanson22@wustl.edu adam.frost@ucsf.edu.
Phyllis I Hanson	Corresponding	Journal Article	26634441	Science	2015	Structure and membrane remodeling activity of ESCRT-III helical polymers.	Department of Cell Biology and Physiology; Washington University School of Medicine; St. Louis; MO 63110; USA. wes@biochem.utah.edu phanson22@wustl.edu adam.frost@ucsf.edu.
Adam Frost	Corresponding	Journal Article	26634441	Science	2015	Structure and membrane remodeling activity of ESCRT-III helical polymers.	Department of Biochemistry; University of Utah; Salt Lake City; UT 84112; USA. Department of Biochemistry and Biophysics; University of California; San Francisco; San Francisco; CA 94158; USA. wes@biochem.utah.edu phanson22@wustl.edu adam.frost@ucsf.edu.
R P Fender	Corresponding	Journal Article	26612833	Science	2016	A radio jet from the optical and x-ray bright stellar tidal disruption flare ASASSN-14li.	Department of Physics; University of Oxford; Denys Wilkinson Building; Keble Road; Oxford OX1 3RH; UK.
Michael S Diamond	Corresponding	Journal Article	26553503	Cell	2015	Broadly Neutralizing Alphavirus Antibodies Bind an Epitope on E2 and Inhibit Entry and Egress.	Department of Medicine; Washington University School of Medicine; St. Louis; MO 63110; USA; Department of Pathology and Immunology; Washington University School of Medicine; St. Louis; MO 63110; USA; Department of Molecular Microbiology; Washington University School of Medicine; St. Louis; MO 63110; USA; Center for Human Immunology and Immunotherapy Programs; Washington University School of Medicine; St. Louis; MO 63110; USA. Electronic address: diamond@wusm.wustl.edu.
Usha P Andley	Corresponding	Journal Article	26542570	Science	2015	Pharmacological chaperone for α-crystallin partially restores transparency in cataract models.	Department of Ophthalmology and Visual Sciences; Washington University School of Medicine; St. Louis; MO; USA. andley@vision.wustl.edu.
Jason E Gestwicki	Corresponding	Journal Article	26542570	Science	2015	Pharmacological chaperone for α-crystallin partially restores transparency in cataract models.	Departments of Pathology; Biological Chemistry; and Medicinal Chemistry and the Life Sciences Institute; University of Michigan; Ann Arbor; MI; USA. Center for Chemical Genomics; University of Michigan; Ann Arbor; MI; USA. andley@vision.wustl.edu.
Salvador Moyà-Solà	Corresponding	Journal Article	26516285	Science	2015	Miocene small-bodied ape from Eurasia sheds light on hominoid evolution.	Institució Catalana de Recerca i Estudis Avançats at ICP and Unitat d'Antropologia Biològica (Department de Biologia Animal; de Biologia Vegetal i d'Ecologia); Universitat Autònoma de Barcelona; Edifici ICTA-ICP; Carrer de les Columnes sense número; Campus de la UAB; 08193 Cerdanyola del Vallès; Barcelona; Spain.
Bernard Wood	Corresponding	Editorial	26516256	Science	2015	Zero tolerance. Period.	Bernard Wood is the University Professor of Human Origins at the Center for the Advanced Study of Human Paleobiology; George Washington University; Washington; DC. bernardawood@gmail.com.
Elizabeth S Haswell	Corresponding	Journal Article	26494758	Science	2015	Mechanosensitive channel MSL8 regulates osmotic forces during pollen hydration and germination.	Department of Biology; Washington University in Saint Louis; Saint Louis; MO 63130; USA. ehaswell@wustl.edu.
E Zirnstein	Corresponding	Journal Article	26472913	Science	2015	The Pluto system: Initial results from its exploration by New Horizons.	Southwest Research Institute; San Antonio; TX 28510; USA.
Yasmine Belkaid	Corresponding	Journal Article	26451485	Cell	2015	Microbiota-Dependent Sequelae of Acute Infection Compromise Tissue-Specific Immunity.	Mucosal Immunology Section; Laboratory of Parasitic Diseases; National Institute of Allergy and Infectious Diseases; National Institutes of Health (NIAID/NIH); Bethesda; MD 20892; USA; Immunity at Barrier Sites Initiative; NIAID/NIH; Bethesda; MD 20892; USA. Electronic address: ybelkaid@niaid.nih.gov.
S A Wilson	Corresponding	Journal Article	26450214	Science	2015	"Deposition, exhumation, and paleoclimate of an ancient lake deposit, Gale crater, Mars."	Center for Earth and Planetary Studies; National Air and Space Museum; Smithsonian Institution; Washington; DC 20560; USA.
Robert D Schreiber	Corresponding	Journal Article	26450194	Science	2015	CANCER. The odds of immunotherapy success.	Department of Pathology and Immunology; Washington University; St. Louis; MO; USA.
Timothy E Holy	Corresponding	Journal Article	26435105	Cell	2015	A Molecular Code for Identity in the Vomeronasal System.	Department of Anatomy and Neurobiology; Washington University in St. Louis; St. Louis; MO 63110; USA. Electronic address: holy@wustl.edu.
Jeffrey I Gordon	Corresponding	Journal Article	26430127	Science	2015	Genetic determinants of in vivo fitness and diet responsiveness in multiple human gut Bacteroides.	Center for Genome Sciences and Systems Biology; Washington University School of Medicine; St. Louis; MO 63108; USA. jgordon@wustl.edu.
William Dietz	Corresponding	Journal Article	26429883	Science	2015	FOOD SCIENCE. Designing a sustainable diet.	Milken Institute School of Public Health; the George Washington University; Washington; DC 20052; USA.
Jeffrey I Gordon	Corresponding	Journal Article	26406373	Cell	2015	Regulators of gut motility revealed by a gnotobiotic model of diet-microbiome interactions related to travel.	Center for Genome Sciences and Systems Biology; Washington University School of Medicine; St. Louis; MO 63108; USA; Center for Gut Microbiome and Nutrition Research; Washington University School of Medicine; St. Louis; MO 63108; USA. Electronic address: jgordon@wustl.edu.
Erika L Pearce	Corresponding	Journal Article	26321679	Cell	2015	Metabolic Competition in the Tumor Microenvironment Is a Driver of Cancer Progression.	Department of Pathology and Immunology; Washington University School of Medicine; St. Louis; MO; 63110; USA. Electronic address: pearce@ie-freiburg.mpg.de.
N Maharjan	Corresponding	Journal Article	26249228	Science	2015	"Slip pulse and resonance of the Kathmandu basin during the 2015 Gorkha earthquake, Nepal."	Department of Mines and Geology; Lainchour; Kathmandu; Nepal.
Theodore C Pierson	Corresponding	Review	26232221	Cell	2015	Molecular Insight into Dengue Virus Pathogenesis and Its Implications for Disease Control.	Viral Pathogenesis Section; National Institute of Allergy and Infectious Diseases; National Institutes of Health; Bethesda; MD 20892; USA. Electronic address: piersontc@mail.nih.gov.
Stephan Ulamec	Corresponding	Journal Article	26228156	Science	2015	COMETARY SCIENCE. Organic compounds on comet 67P/Churyumov-Gerasimenko revealed by COSAC mass spectrometry.	German Aerospace Center; Deutsches Zentrum für Luft und Raumfahrt (DLR); 51147 Cologne; Germany.
S Joshua Swamidass	Corresponding	Letter	26223616	Nature	2015	Education: Initiatives to bridge faith and science.	Washington University in St. Louis; Missouri; USA.
Yun S Song	Corresponding	Journal Article	26198033	Science	2015	POPULATION GENETICS. Genomic evidence for the Pleistocene and recent population history of Native Americans.	Computer Science Division; University of California; Berkeley; Berkeley; CA 94720; USA. Department of Statistics; University of California; Berkeley; Berkeley; CA 94720; USA. Department of Integrative Biology; University of California; 3060 Valley Life Sciences Building 3140; Berkeley; CA 94720; USA. ewillierslev@snm.ku.dk rasmus_nielsen@berkeley.edu yss@berkeley.edu.
Rasmus Nielsen	Corresponding	Journal Article	26198033	Science	2015	POPULATION GENETICS. Genomic evidence for the Pleistocene and recent population history of Native Americans.	Department of Integrative Biology; University of California; 3060 Valley Life Sciences Building 3140; Berkeley; CA 94720; USA. ewillierslev@snm.ku.dk rasmus_nielsen@berkeley.edu yss@berkeley.edu.
Eske Willerslev	Corresponding	Journal Article	26198033	Science	2015	POPULATION GENETICS. Genomic evidence for the Pleistocene and recent population history of Native Americans.	Centre for GeoGenetics; Natural History Museum of Denmark; University of Copenhagen; Øster Voldgade 5-7; 1350 Copenhagen; Denmark. ewillierslev@snm.ku.dk rasmus_nielsen@berkeley.edu yss@berkeley.edu.
Michael R Bruchas	Corresponding	Journal Article	26189679	Cell	2015	Wireless Optofluidic Systems for Programmable In Vivo Pharmacology and Optogenetics.	Department of Anesthesiology; Division of Basic Research; Washington University School of Medicine; St. Louis; MO 63110; USA; Anatomy and Neurobiology; Washington University School of Medicine; St. Louis; MO 63110; USA; Division of Biology and Biomedical Sciences; Washington University School of Medicine; St. Louis; MO 63110; USA; Department of Biomedical Engineering; Washington University; St. Louis; MO 63130; USA. Electronic address: bruchasm@wustl.edu.
John A Rogers	Corresponding	Journal Article	26189679	Cell	2015	Wireless Optofluidic Systems for Programmable In Vivo Pharmacology and Optogenetics.	Department of Materials Science and Engineering; Beckman Institute for Advanced Science and Technology and Frederick Seitz Materials Research Laboratory; University of Illinois at Urbana-Champaign; Urbana; IL 61801; USA; Department of Electrical and Computer Engineering; University of Illinois at Urbana-Champaign; Urbana; IL 61802; USA; Department of Mechanical Science and Engineering; University of Illinois at Urbana-Champaign; Urbana; IL 61802; USA; Department of Chemistry; University of Illinois at Urbana-Champaign; Urbana; IL 61802; USA. Electronic address: jrogers@uiuc.edu.
Bernard Foing	Corresponding	Journal Article	26178960	Nature	2015	Astrochemistry: Fullerene solves an interstellar puzzle.	European Space Research and Technology Centre of the European Space Agency; ESA-ESTEC; 2200 Noordwijk; the Netherlands.
Stephen M Beverley	Corresponding	Journal Article	26176915	Nature	2015	Parasitology: CRISPR for Cryptosporidium.	Department of Molecular Microbiology; Washington University School of Medicine; St Louis; Missouri 63110; USA.
Hanneke Schuitemaker	Corresponding	Journal Article	26138104	Science	2015	Protective efficacy of adenovirus/protein vaccines against SIV challenges in rhesus monkeys.	Janssen Infectious Diseases and Vaccines (formerly Crucell); 2301 Leiden; Netherlands.
William H Kimbel	Corresponding	Journal Article	26089506	Science	2015	"PALEOANTHROPOLOGY. Response to Comment on ""Early Homo at 2.8 Ma from Ledi-Geraru, Afar, Ethiopia""."	School of Human Evolution and Social Change and Institute of Human Origins; Arizona State University; Tempe; AZ 85287; USA. brian.villmoare@unlv.edu wkimbel.iho@asu.edu.
Kaye E Reed	Corresponding	Journal Article	26089506	Science	2015	"PALEOANTHROPOLOGY. Response to Comment on ""Early Homo at 2.8 Ma from Ledi-Geraru, Afar, Ethiopia""."	School of Human Evolution and Social Change and Institute of Human Origins; Arizona State University; Tempe; AZ 85287; USA.
Salvador Moyà-Solà	Corresponding	Journal Article	26045428	Science	2015	"Human evolution. Comment on ""Human-like hand use in Australopithecus africanus""."	ICREA at Institut Català de Paleontologia Miquel Crusafont and Unitat d'Antropologia Biològica (Departament BABVE); Universitat Autònoma de Barcelona; Edifici ICTA-CP; Carrer de les Columnes s/n; Campus de la UAB; 08193 Cerdanyola del Vallès; Barcelona; Spain.
Joseph R Ecker	Corresponding	Journal Article	26030523	Nature	2015	Human body epigenome maps reveal noncanonical DNA methylation variation.	1] Genomic Analysis Laboratory; The Salk Institute for Biological Studies; La Jolla; California 92037; USA [2] Howard Hughes Medical Institute; The Salk Institute for Biological Studies; 10010 North Torrey Pines Road; La Jolla; California 92037; USA.
Erika L Pearce	Corresponding	Journal Article	26023125	Science	2015	Immunology. Expanding the role of metabolism in T cells.	Department of Pathology and Immunology; Washington University School of Medicine; St. Louis; MO; 63110; USA. erikapearce@path.wustl.edu.
Andrew N J McKenzie	Corresponding	Review	25999512	Science	2015	Innate lymphoid cells. Innate lymphoid cells: a new paradigm in immunology.	Medical Research Council (MRC) Laboratory of Molecular Biology; Francis Crick Avenue; Cambridge Biomedical Campus; Cambridge CB2 0QH; UK.
Xinyi Liu	Corresponding	Journal Article	25999500	Science	2015	"Asian archaeology. Response to Comment on ""Agriculture facilitated permanent human occupation of the Tibetan Plateau after 3600 B.P.""."	Department of Anthropology; Washington University in St. Louis; St. Louis; MO 63130; USA. ghdong@lzu.edu.cn liuxinyi@wustl.edu.
Martin Jones	Corresponding	Journal Article	25999500	Science	2015	"Asian archaeology. Response to Comment on ""Agriculture facilitated permanent human occupation of the Tibetan Plateau after 3600 B.P.""."	McDonald Institute of Archaeological Research; University of Cambridge; Cambridge CB2 3ER; UK.
Jeremy M Beaulieu	Corresponding	Comment	25993971	Nature	2015	Zanne et al. reply.	National Institute for Mathematical &Biological Synthesis; University of Tennessee; Knoxville; Tennessee 37996; USA.
R Katz	Corresponding	Journal Article	25977540	Science	2015	Public health. Linking funds to actions for global health emergencies.	Department of Health Policy and Management; Milken Institute School of Public Health; George Washington University; Washington; DC 20052; USA. rlkatz@gwu.edu.
Jeffrey Milbrandt	Corresponding	Journal Article	25908823	Science	2015	SARM1 activation triggers axon degeneration locally via NAD⁺ destruction.	Department of Genetics; Washington University Medical School; Saint Louis; MO; USA. Hope Center for Neurological Disorders; Saint Louis; MO; USA. jmilbrandt@wustl.edu.
Yann R Chemla	Corresponding	Journal Article	25883359	Science	2015	Protein structure. Direct observation of structure-function relationship in a nucleic acid-processing enzyme.	Department of Physics; Center for the Physics of Living Cells; and Center for Biophysics and Computational Biology; University of Illinois at Urbana-Champaign; Urbana; IL 61801; USA. ychemla@illinois.edu.
H R Sadeghpour	Corresponding	Journal Article	25838380	Science	2015	Molecular physics. Production of trilobite Rydberg molecule dimers with kilo-Debye permanent electric dipole moments.	ITAMP; Harvard-Smithsonian Center for Astrophysics; Cambridge; MA 02138; USA. hrs@cfa.harvard.edu.
J P Shaffer	Corresponding	Journal Article	25838380	Science	2015	Molecular physics. Production of trilobite Rydberg molecule dimers with kilo-Debye permanent electric dipole moments.	Homer L. Dodge Department of Physics and Astronomy; University of Oklahoma; Norman; OK 73019; USA.
Robert D Schreiber	Corresponding	Review	25838375	Science	2015	Neoantigens in cancer immunotherapy.	Department of Pathology and Immunology; Washington University School of Medicine; 660 South Euclid Avenue; St. Louis; MO 63110; USA. t.schumacher@nki.nl schreiber@immunology.wustl.edu.
Gerald P Linette	Corresponding	Journal Article	25837513	Science	2015	Cancer immunotherapy. A dendritic cell vaccine increases the breadth and diversity of melanoma neoantigen-specific T cells.	Department of Medicine; Division of Oncology; Washington University School of Medicine; St. Louis; MO; USA.
Alison M Goate	Corresponding	Comment	25832412	Nature	2015	Cruchaga & Goate reply.	1] Department of Psychiatry; Washington University; St Louis; Missouri 63110; USA [2] Hope Center Program on Protein Aggregation and Neurodegeneration; Washington University St Louis; Missouri 63110; USA.
Alison M Goate	Corresponding	Comment	25832409	Nature	2015	Cruchaga & Goate reply.	1] Department of Psychiatry; Washington University; St Louis; Missouri 63110; USA [2] Hope Center Program on Protein Aggregation and Neurodegeneration; Washington University St Louis; Missouri 63110; USA.
Patrick Y Jay	Corresponding	Journal Article	25830876	Nature	2015	The maternal-age-associated risk of congenital heart disease is modifiable.	1] Department of Pediatrics; Washington University School of Medicine; St Louis; Missouri 63110 USA. [2] Department of Genetics; Washington University School of Medicine; St Louis; Missouri 63110 USA.
Linda Partridge	Corresponding	Review	25815989	Cell	2015	Promoting health and longevity through diet: from model organisms to humans.	Max Planck Institute for Biology of Ageing; 50931 Cologne; Germany; Institute of Healthy Ageing and Department of Genetics; Environment; and Evolution; University College London; London WC1E 6BT; UK. Electronic address: linda.partridge@age.mpg.de.
Jeffrey I Gordon	Corresponding	Journal Article	25815983	Cell	2015	Cultivating healthy growth and nutrition through the gut microbiota.	Center for Genome Sciences and Systems Biology; Washington University School of Medicine; St. Louis; MO 63108; USA; Center for Gut Microbiome and Nutrition Research; Washington University School of Medicine; St. Louis; MO 63108; USA. Electronic address: jgordon@wustl.edu.
Edward R Sherwood	Corresponding	Journal Article	25766219	Science	2015	Immunology. Getting sepsis therapy right.	Department of Anesthesiology and Pathology; Microbiology and Immunology. Vanderbilt University School of Medicine; Nashville; TN; USA. hotch@wustl.edu edward.r.sherwood@vanderbilt.edu.
William H Kimbel	Corresponding	Journal Article	25739410	Science	2015	"Paleoanthropology. Early Homo at 2.8 Ma from Ledi-Geraru, Afar, Ethiopia."	Institute of Human Origins and School of Human Evolution and Social Change; Arizona State University; Tempe; AZ 85287; USA. brian.villmoare@unlv.edu wkimbel.iho@asu.edu.
Kaye E Reed	Corresponding	Journal Article	25739410	Science	2015	"Paleoanthropology. Early Homo at 2.8 Ma from Ledi-Geraru, Afar, Ethiopia."	Institute of Human Origins and School of Human Evolution and Social Change; Arizona State University; Tempe; AZ 85287; USA.
Marco Colonna	Corresponding	Journal Article	25728668	Cell	2015	TREM2 lipid sensing sustains the microglial response in an Alzheimer's disease model.	Department of Pathology and Immunology; Washington University School of Medicine; St. Louis; MO 63110; USA. Electronic address: mcolonna@pathology.wustl.edu.
John-Stephen Taylor	Corresponding	Journal Article	25700500	Science	2015	Biomolecules. The dark side of sunlight and melanoma.	Department of Chemistry; Washington University; St. Louis; MO 63130; USA. taylor@wustl.edu.
Bing Ren	Corresponding	Journal Article	25693566	Nature	2015	Integrative analysis of haplotype-resolved epigenomes across human tissues.	1] Ludwig Institute for Cancer Research; La Jolla; California 92093; USA [2] Institute of Genomic Medicine; University of California; San Diego; California 92093; USA [3] Department of Cellular and Molecular Medicine; University of California San Diego; La Jolla; California 92093; USA [4] UCSD Moores Cancer Center; University of California San Diego; La Jolla; California 92093; USA.
Thaddeus S Stappenbeck	Corresponding	Journal Article	25686606	Nature	2015	Vertically transmitted faecal IgA levels determine extra-chromosomal phenotypic variation.	Department of Pathology and Immunology; Washington University School of Medicine; St Louis; Missouri 63110; USA.
Derk Joester	Corresponding	Journal Article	25678658	Science	2015	Dental materials. Amorphous intergranular phases control the properties of rodent tooth enamel.	Northwestern University; Materials Science and Engineering; 2220 Campus Drive; Evanston; IL 60208; USA. d-joester@northwestern.edu.
Jennifer B Sass	Corresponding	Comment	25678650	Science	2015	Cancer risk: role of environment.	Natural Resources Defense Council; Washington; DC 20005; USA. George Washington University; Washington; DC 20037; USA.
Gerald S Shadel	Corresponding	Journal Article	25642965	Nature	2015	Mitochondrial DNA stress primes the antiviral innate immune response.	1] Department of Pathology; Yale School of Medicine; New Haven; Connecticut 06520; USA [2] Department of Genetics; Yale School of Medicine; New Haven; Connecticut 06520; USA.
James A Conder	Corresponding	Journal Article	25642964	Nature	2015	Seismic evidence of effects of water on melt transport in the Lau back-arc mantle.	Department of Geology; Southern Illinois University; Carbondale; Illinois 62901; USA.
Herbert W Virgin	Corresponding	Journal Article	25619688	Cell	2015	Disease-specific alterations in the enteric virome in inflammatory bowel disease.	Department of Pathology and Immunology; Washington University School of Medicine; St. Louis; MO 63110; USA. Electronic address: virgin@wustl.edu.
Siddhartha Mukherjee	Corresponding	Journal Article	25594183	Cell	2015	"Gremlin 1 identifies a skeletal stem cell with bone, cartilage, and reticular stromal potential."	Department of Medicine and Irving Cancer Research Center; Columbia University; New York; NY 10032; USA. Electronic address: sm3252@columbia.edu.
Timothy C Wang	Corresponding	Journal Article	25594183	Cell	2015	"Gremlin 1 identifies a skeletal stem cell with bone, cartilage, and reticular stromal potential."	Department of Medicine and Irving Cancer Research Center; Columbia University; New York; NY 10032; USA. Electronic address: tcw21@columbia.edu.
G H Dong	Corresponding	Journal Article	25593179	Science	2015	Agriculture facilitated permanent human occupation of the Tibetan Plateau after 3600 B.P.	Key Laboratory of Western China's Environmental Systems (Ministry of Education); Lanzhou University; Lanzhou 730000; China. fhchen@lzu.edu.cn ghdong@lzu.edu.cn.
M K Jones	Corresponding	Journal Article	25593179	Science	2015	Agriculture facilitated permanent human occupation of the Tibetan Plateau after 3600 B.P.	McDonald Institute of Archaeological Research; University of Cambridge; Cambridge CB2 3ER; UK.
Nora J Besansky	Corresponding	Journal Article	25554792	Science	2015	Mosquito genomics. Highly evolvable malaria vectors: the genomes of 16 Anopheles mosquitoes.	Eck Institute for Global Health and Department of Biological Sciences; University of Notre Dame; 317 Galvin Life Sciences Building; Notre Dame; IN 46556; USA. neafsey@broadinstitute.org nbesansk@nd.edu.
Yasmine Belkaid	Corresponding	Journal Article	25539086	Nature	2015	Commensal-dendritic-cell interaction specifies a unique protective skin immune signature.	1] Immunity at Barrier Sites Initiative; National Institute of Allergy and Infectious Diseases; NIH; Bethesda 20892; USA [2] Mucosal Immunology Section; Laboratory of Parasitic Diseases; National Institute of Allergy and Infectious Diseases; NIH; Bethesda; Maryland 20892; USA.
Mark B Feinberg	Corresponding	Review	25533784	Cell	2015	Reservoir host immune responses to emerging zoonotic viruses.	Merck Vaccines; Merck & Co. Inc.; West Point; PA 19486; USA.
Tandy Warnow	Corresponding	Journal Article	25504713	Science	2014	Whole-genome analyses resolve early branches in the tree of life of modern birds.	Department of Computer Science; The University of Texas at Austin; Austin; TX 78712; USA. Departments of Bioengineering and Computer Science; University of Illinois at Urbana-Champaign; Urbana; IL 61801; USA. jarvis@neuro.duke.edu tandywarnow@gmail.com mtpgilbert@gmail.com wangj@genomics.cn zhanggj@genomics.cn.
Wang Jun	Corresponding	Journal Article	25504713	Science	2014	Whole-genome analyses resolve early branches in the tree of life of modern birds.	BGI-Shenzhen; Shenzhen 518083; China. Department of Biology; University of Copenhagen; Ole Maaløes Vej 5; 2200 Copenhagen; Denmark. Princess Al Jawhara Center of Excellence in the Research of Hereditary Disorders; King Abdulaziz University; Jeddah 21589; Saudi Arabia. Macau University of Science and Technology; Avenida Wai long; Taipa; Macau 999078; China. Department of Medicine; University of Hong Kong; Hong Kong. jarvis@neuro.duke.edu tandywarnow@gmail.com mtpgilbert@gmail.com wangj@genomics.cn zhanggj@genomics.cn.
M Thomas P Gilbert	Corresponding	Journal Article	25504713	Science	2014	Whole-genome analyses resolve early branches in the tree of life of modern birds.	Centre for GeoGenetics; Natural History Museum of Denmark; University of Copenhagen; Øster Voldgade 5-7; 1350 Copenhagen; Denmark. Trace and Environmental DNA Laboratory Department of Environment and Agriculture; Curtin University; Perth; Western Australia 6102; Australia. jarvis@neuro.duke.edu tandywarnow@gmail.com mtpgilbert@gmail.com wangj@genomics.cn zhanggj@genomics.cn.
Guojie Zhang	Corresponding	Journal Article	25504713	Science	2014	Whole-genome analyses resolve early branches in the tree of life of modern birds.	China National GeneBank; BGI-Shenzhen; Shenzhen 518083; China. Centre for Social Evolution; Department of Biology; Universitetsparken 15; University of Copenhagen; DK-2100 Copenhagen; Denmark. jarvis@neuro.duke.edu tandywarnow@gmail.com mtpgilbert@gmail.com wangj@genomics.cn zhanggj@genomics.cn.
Richard K Wilson	Corresponding	Journal Article	25487151	Nature	2015	Role of TP53 mutations in the origin and evolution of therapy-related acute myeloid leukaemia.	1] The Genome Institute; Washington University; St Louis; Missouri 63110; USA [2] Siteman Cancer Center; Washington University; St Louis; Missouri 63110; USA [3] Department of Genetics; Washington University; St Louis; Missouri 63110; USA.
Lihong V Wang	Corresponding	Journal Article	25471883	Nature	2014	Single-shot compressed ultrafast photography at one hundred billion frames per second.	Optical Imaging Laboratory; Department of Biomedical Engineering; Washington University in St Louis; Campus Box 1097; One Brookings Drive; St Louis; Missouri 63130; USA.
Herbert W Virgin	Corresponding	Journal Article	25431490	Science	2015	Commensal microbes and interferon-λ determine persistence of enteric murine norovirus infection.	Department of Pathology and Immunology; Washington University School of Medicine; St. Louis; MO 63110; USA. virgin@wustl.edu.
Herbert W Virgin	Corresponding	Journal Article	25431489	Science	2015	Interferon-λ cures persistent murine norovirus infection in the absence of adaptive immunity.	Department of Pathology and Immunology; Washington University School of Medicine; St. Louis; MO 63110; USA. virgin@wustl.edu.
