Name	Author Type	Article Type	pmid	Journal	Year	Article title	Author affiliation
Tom Beeckman	Corresponding	Journal Article	26798015	Science	2016	Cyclic programmed cell death stimulates hormone signaling and root development in Arabidopsis.	Department of Plant Systems Biology; Vlaams Instituut voor Biotechnologie (VIB); Technologiepark 927; 9052 Ghent; Belgium. Department of Plant Biotechnology and Bioinformatics; Gent University; Technologiepark 927; 9052 Ghent; Belgium. tobee@psb.vib-ugent.be.
Brian C W Crawford	First	Journal Article	25612610	Science	2015	Plant development. Genetic control of distal stem cell fate within root and embryonic meristems.	Division of Biological Sciences; University of California San Diego; La Jolla; CA 92093; USA.
Jared Sewell	2	Journal Article	25612610	Science	2015	Plant development. Genetic control of distal stem cell fate within root and embryonic meristems.	Department of Molecular; Cell and Developmental Biology; University of California Los Angeles; Los Angeles; CA 90095; USA.
Greg Golembeski	3	Journal Article	25612610	Science	2015	Plant development. Genetic control of distal stem cell fate within root and embryonic meristems.	Division of Biological Sciences; University of California San Diego; La Jolla; CA 92093; USA.
Carmel Roshan	4	Journal Article	25612610	Science	2015	Plant development. Genetic control of distal stem cell fate within root and embryonic meristems.	Division of Biological Sciences; University of California San Diego; La Jolla; CA 92093; USA.
Jeff A Long	Corresponding	Journal Article	25612610	Science	2015	Plant development. Genetic control of distal stem cell fate within root and embryonic meristems.	Department of Molecular; Cell and Developmental Biology; University of California Los Angeles; Los Angeles; CA 90095; USA. marty@ucsd.edu jeffalong@ucla.edu.
Martin F Yanofsky	Corresponding	Journal Article	25612610	Science	2015	Plant development. Genetic control of distal stem cell fate within root and embryonic meristems.	Division of Biological Sciences; University of California San Diego; La Jolla; CA 92093; USA. marty@ucsd.edu jeffalong@ucla.edu.
Xu Chen	First	Journal Article	25409144	Nature	2014	Inhibition of cell expansion by rapid ABP1-mediated auxin effect on microtubules.	1] Institute of Science and Technology Austria (IST Austria); Am Campus 1; 3400 Klosterneuburg; Austria [2] Department of Plant Systems Biology; Vlaams Instituut voor Biotechnologie (VIB); Ghent University; B-9052 Gent; Belgium [3] Department of Plant Biotechnology and Genetics; Ghent University; B-9052 Gent; Belgium.
Laurie Grandont	2	Journal Article	25409144	Nature	2014	Inhibition of cell expansion by rapid ABP1-mediated auxin effect on microtubules.	Institut des Sciences du VÃ©gÃ©tal; UPR2355 CNRS; Saclay Plant Sciences LabEx; 1 Avenue de la Terrasse; 91198 Gif sur Yvette; Cedex; France.
Hongjiang Li	3	Journal Article	25409144	Nature	2014	Inhibition of cell expansion by rapid ABP1-mediated auxin effect on microtubules.	1] Institute of Science and Technology Austria (IST Austria); Am Campus 1; 3400 Klosterneuburg; Austria [2] Department of Plant Systems Biology; Vlaams Instituut voor Biotechnologie (VIB); Ghent University; B-9052 Gent; Belgium [3] Department of Plant Biotechnology and Genetics; Ghent University; B-9052 Gent; Belgium.
Robert Hauschild	4	Journal Article	25409144	Nature	2014	Inhibition of cell expansion by rapid ABP1-mediated auxin effect on microtubules.	Institute of Science and Technology Austria (IST Austria); Am Campus 1; 3400 Klosterneuburg; Austria.
SÃ©bastien Paque	5	Journal Article	25409144	Nature	2014	Inhibition of cell expansion by rapid ABP1-mediated auxin effect on microtubules.	Institut des Sciences du VÃ©gÃ©tal; UPR2355 CNRS; Saclay Plant Sciences LabEx; 1 Avenue de la Terrasse; 91198 Gif sur Yvette; Cedex; France.
Anas Abuzeineh	6	Journal Article	25409144	Nature	2014	Inhibition of cell expansion by rapid ABP1-mediated auxin effect on microtubules.	1] Department of Plant Systems Biology; Vlaams Instituut voor Biotechnologie (VIB); Ghent University; B-9052 Gent; Belgium [2] Department of Plant Biotechnology and Genetics; Ghent University; B-9052 Gent; Belgium.
Hana RakusovÃ¡	7	Journal Article	25409144	Nature	2014	Inhibition of cell expansion by rapid ABP1-mediated auxin effect on microtubules.	1] Institute of Science and Technology Austria (IST Austria); Am Campus 1; 3400 Klosterneuburg; Austria [2] Department of Plant Systems Biology; Vlaams Instituut voor Biotechnologie (VIB); Ghent University; B-9052 Gent; Belgium [3] Department of Plant Biotechnology and Genetics; Ghent University; B-9052 Gent; Belgium.
Eva Benkova	8	Journal Article	25409144	Nature	2014	Inhibition of cell expansion by rapid ABP1-mediated auxin effect on microtubules.	1] Institute of Science and Technology Austria (IST Austria); Am Campus 1; 3400 Klosterneuburg; Austria [2] Department of Plant Systems Biology; Vlaams Instituut voor Biotechnologie (VIB); Ghent University; B-9052 Gent; Belgium [3] Department of Plant Biotechnology and Genetics; Ghent University; B-9052 Gent; Belgium.
Catherine Perrot-Rechenmann	9	Journal Article	25409144	Nature	2014	Inhibition of cell expansion by rapid ABP1-mediated auxin effect on microtubules.	Institut des Sciences du VÃ©gÃ©tal; UPR2355 CNRS; Saclay Plant Sciences LabEx; 1 Avenue de la Terrasse; 91198 Gif sur Yvette; Cedex; France.
JiÅÃ­ Friml	Corresponding	Journal Article	25409144	Nature	2014	Inhibition of cell expansion by rapid ABP1-mediated auxin effect on microtubules.	1] Institute of Science and Technology Austria (IST Austria); Am Campus 1; 3400 Klosterneuburg; Austria [2] Department of Plant Systems Biology; Vlaams Instituut voor Biotechnologie (VIB); Ghent University; B-9052 Gent; Belgium [3] Department of Plant Biotechnology and Genetics; Ghent University; B-9052 Gent; Belgium.
Ari Pekka MÃ¤hÃ¶nen	First	Journal Article	25156253	Nature	2014	PLETHORA gradient formation mechanism separates auxin responses.	1] Institute of Biotechnology; University of Helsinki; Helsinki 00014; Finland [2] Molecular Genetics; Department of Biology; Utrecht University; Utrecht 3584 CH; the Netherlands [3] Department of Biosciences; University of Helsinki; Helsinki 00014; Finland [4].
Kirsten ten Tusscher	2	Journal Article	25156253	Nature	2014	PLETHORA gradient formation mechanism separates auxin responses.	1] Theoretical Biology and Bioinformatics; Utrecht University; Utrecht 3584 CH; the Netherlands [2].
Riccardo Siligato	3	Journal Article	25156253	Nature	2014	PLETHORA gradient formation mechanism separates auxin responses.	1] Institute of Biotechnology; University of Helsinki; Helsinki 00014; Finland [2] Department of Biosciences; University of Helsinki; Helsinki 00014; Finland.
OndÅej Smetana	4	Journal Article	25156253	Nature	2014	PLETHORA gradient formation mechanism separates auxin responses.	1] Institute of Biotechnology; University of Helsinki; Helsinki 00014; Finland [2] Department of Biosciences; University of Helsinki; Helsinki 00014; Finland.
Sara DÃ­az-TriviÃ±o	5	Journal Article	25156253	Nature	2014	PLETHORA gradient formation mechanism separates auxin responses.	1] Molecular Genetics; Department of Biology; Utrecht University; Utrecht 3584 CH; the Netherlands [2] Plant Developmental Biology; Wageningen University Research; Wageningen 6708 PB; the Netherlands.
Jarkko SalojÃ¤rvi	6	Journal Article	25156253	Nature	2014	PLETHORA gradient formation mechanism separates auxin responses.	Department of Biosciences; University of Helsinki; Helsinki 00014; Finland.
Guy Wachsman	7	Journal Article	25156253	Nature	2014	PLETHORA gradient formation mechanism separates auxin responses.	Molecular Genetics; Department of Biology; Utrecht University; Utrecht 3584 CH; the Netherlands.
Kalika Prasad	8	Journal Article	25156253	Nature	2014	PLETHORA gradient formation mechanism separates auxin responses.	Molecular Genetics; Department of Biology; Utrecht University; Utrecht 3584 CH; the Netherlands.
Renze Heidstra	9	Journal Article	25156253	Nature	2014	PLETHORA gradient formation mechanism separates auxin responses.	1] Molecular Genetics; Department of Biology; Utrecht University; Utrecht 3584 CH; the Netherlands [2] Plant Developmental Biology; Wageningen University Research; Wageningen 6708 PB; the Netherlands.
Ben Scheres	Corresponding	Journal Article	25156253	Nature	2014	PLETHORA gradient formation mechanism separates auxin responses.	1] Molecular Genetics; Department of Biology; Utrecht University; Utrecht 3584 CH; the Netherlands [2] Plant Developmental Biology; Wageningen University Research; Wageningen 6708 PB; the Netherlands.
Bert De Rybel	First	Journal Article	25104393	Science	2014	Plant development. Integration of growth and patterning during vascular tissue formation in Arabidopsis.	Laboratory of Biochemistry; Wageningen University; Dreijenlaan 3; 6703HA Wageningen; the Netherlands.
Milad Adibi	2	Journal Article	25104393	Science	2014	Plant development. Integration of growth and patterning during vascular tissue formation in Arabidopsis.	LifeGlimmer GmbH; Markelstrasse 38; 12163 Berlin; Germany. Albert-Ludwigs-University Freiburg; Faculty of Biology; Plant Biotechnology; Schaenzlestrasse 1; D-79104 Freiburg; Germany. Laboratory of Systems and Synthetic Biology; Wageningen University; Dreijenlaan 3; 6703HA Wageningen; the Netherlands.
Alice S Breda	3	Journal Article	25104393	Science	2014	Plant development. Integration of growth and patterning during vascular tissue formation in Arabidopsis.	Laboratory of Biochemistry; Wageningen University; Dreijenlaan 3; 6703HA Wageningen; the Netherlands.
Jos R Wendrich	4	Journal Article	25104393	Science	2014	Plant development. Integration of growth and patterning during vascular tissue formation in Arabidopsis.	Laboratory of Biochemistry; Wageningen University; Dreijenlaan 3; 6703HA Wageningen; the Netherlands.
Margot E Smit	5	Journal Article	25104393	Science	2014	Plant development. Integration of growth and patterning during vascular tissue formation in Arabidopsis.	Laboratory of Biochemistry; Wageningen University; Dreijenlaan 3; 6703HA Wageningen; the Netherlands.
OndÅej NovÃ¡k	6	Journal Article	25104393	Science	2014	Plant development. Integration of growth and patterning during vascular tissue formation in Arabidopsis.	UmeÃ¥ Plant Science Centre (UPSC); Department of Forest Genetics and Plant Physiology; SLU; SE-901 83 UmeÃ¥; Sweden. Laboratory of Growth Regulators; Centre of the Region HanÃ¡ for Biotechnological and Agricultural Research; PalackÃ½ University and Institute of Experimental Botany AS CR; Å lechtitelÅ¯ 11; CZ-78371 Olomouc; Czech Republic.
Nobutoshi Yamaguchi	7	Journal Article	25104393	Science	2014	Plant development. Integration of growth and patterning during vascular tissue formation in Arabidopsis.	Department of Biology; University of Pennsylvania; Philadelphia; PA 190104-6084; USA.
Saiko Yoshida	8	Journal Article	25104393	Science	2014	Plant development. Integration of growth and patterning during vascular tissue formation in Arabidopsis.	Laboratory of Biochemistry; Wageningen University; Dreijenlaan 3; 6703HA Wageningen; the Netherlands.
Gert Van Isterdael	9	Journal Article	25104393	Science	2014	Plant development. Integration of growth and patterning during vascular tissue formation in Arabidopsis.	Department of Plant Systems Biology; VIB; Technologiepark 927; 9052 Gent; Belgium. Department of Plant Biotechnology and Bioinformatics; Ghent University; Technologiepark 927; 9052 Gent; Belgium.
Joakim Palovaara	10	Journal Article	25104393	Science	2014	Plant development. Integration of growth and patterning during vascular tissue formation in Arabidopsis.	Laboratory of Biochemistry; Wageningen University; Dreijenlaan 3; 6703HA Wageningen; the Netherlands.
Bart Nijsse	11	Journal Article	25104393	Science	2014	Plant development. Integration of growth and patterning during vascular tissue formation in Arabidopsis.	Laboratory of Systems and Synthetic Biology; Wageningen University; Dreijenlaan 3; 6703HA Wageningen; the Netherlands.
Mark V Boekschoten	12	Journal Article	25104393	Science	2014	Plant development. Integration of growth and patterning during vascular tissue formation in Arabidopsis.	Division of Human Nutrition; Wageningen University; Dreijenlaan 2; 6703HA Wageningen; the Netherlands. TI Food and Nutrition; 6703HA Wageningen; the Netherlands.
Guido Hooiveld	13	Journal Article	25104393	Science	2014	Plant development. Integration of growth and patterning during vascular tissue formation in Arabidopsis.	Division of Human Nutrition; Wageningen University; Dreijenlaan 2; 6703HA Wageningen; the Netherlands.
Tom Beeckman	14	Journal Article	25104393	Science	2014	Plant development. Integration of growth and patterning during vascular tissue formation in Arabidopsis.	Department of Plant Systems Biology; VIB; Technologiepark 927; 9052 Gent; Belgium. Department of Plant Biotechnology and Bioinformatics; Ghent University; Technologiepark 927; 9052 Gent; Belgium.
Doris Wagner	15	Journal Article	25104393	Science	2014	Plant development. Integration of growth and patterning during vascular tissue formation in Arabidopsis.	Department of Biology; University of Pennsylvania; Philadelphia; PA 190104-6084; USA.
Karin Ljung	16	Journal Article	25104393	Science	2014	Plant development. Integration of growth and patterning during vascular tissue formation in Arabidopsis.	UmeÃ¥ Plant Science Centre (UPSC); Department of Forest Genetics and Plant Physiology; SLU; SE-901 83 UmeÃ¥; Sweden.
Christian Fleck	Corresponding	Journal Article	25104393	Science	2014	Plant development. Integration of growth and patterning during vascular tissue formation in Arabidopsis.	Laboratory of Systems and Synthetic Biology; Wageningen University; Dreijenlaan 3; 6703HA Wageningen; the Netherlands. dolf.weijers@wur.nl christian.fleck@wur.nl.
Dolf Weijers	Corresponding	Journal Article	25104393	Science	2014	Plant development. Integration of growth and patterning during vascular tissue formation in Arabidopsis.	Laboratory of Biochemistry; Wageningen University; Dreijenlaan 3; 6703HA Wageningen; the Netherlands. dolf.weijers@wur.nl christian.fleck@wur.nl.
Tongda Xu	First	Journal Article	24578577	Science	2014	Cell surface ABP1-TMK auxin-sensing complex activates ROP GTPase signaling.	Center for Plant Cell Biology; Department of Botany and Plant Sciences; University of California; Riverside; CA 92521; USA.
Ning Dai	2	Journal Article	24578577	Science	2014	Cell surface ABP1-TMK auxin-sensing complex activates ROP GTPase signaling.	Center for Plant Cell Biology; Department of Botany and Plant Sciences; University of California; Riverside; CA 92521; USA.
Jisheng Chen	3	Journal Article	24578577	Science	2014	Cell surface ABP1-TMK auxin-sensing complex activates ROP GTPase signaling.	Center for Plant Cell Biology; Department of Botany and Plant Sciences; University of California; Riverside; CA 92521; USA.
Shingo Nagawa	4	Journal Article	24578577	Science	2014	Cell surface ABP1-TMK auxin-sensing complex activates ROP GTPase signaling.	Center for Plant Cell Biology; Department of Botany and Plant Sciences; University of California; Riverside; CA 92521; USA.
Min Cao	5	Journal Article	24578577	Science	2014	Cell surface ABP1-TMK auxin-sensing complex activates ROP GTPase signaling.	Center for Plant Cell Biology; Department of Botany and Plant Sciences; University of California; Riverside; CA 92521; USA.
Hongjiang Li	6	Journal Article	24578577	Science	2014	Cell surface ABP1-TMK auxin-sensing complex activates ROP GTPase signaling.	Center for Plant Cell Biology; Department of Botany and Plant Sciences; University of California; Riverside; CA 92521; USA.
Zimin Zhou	7	Journal Article	24578577	Science	2014	Cell surface ABP1-TMK auxin-sensing complex activates ROP GTPase signaling.	Center for Plant Cell Biology; Department of Botany and Plant Sciences; University of California; Riverside; CA 92521; USA.
Xu Chen	8	Journal Article	24578577	Science	2014	Cell surface ABP1-TMK auxin-sensing complex activates ROP GTPase signaling.	Center for Plant Cell Biology; Department of Botany and Plant Sciences; University of California; Riverside; CA 92521; USA.
Riet De Rycke	9	Journal Article	24578577	Science	2014	Cell surface ABP1-TMK auxin-sensing complex activates ROP GTPase signaling.	Center for Plant Cell Biology; Department of Botany and Plant Sciences; University of California; Riverside; CA 92521; USA.
Hana RakusovÃ¡	10	Journal Article	24578577	Science	2014	Cell surface ABP1-TMK auxin-sensing complex activates ROP GTPase signaling.	Center for Plant Cell Biology; Department of Botany and Plant Sciences; University of California; Riverside; CA 92521; USA.
Wuyi Wang	11	Journal Article	24578577	Science	2014	Cell surface ABP1-TMK auxin-sensing complex activates ROP GTPase signaling.	Center for Plant Cell Biology; Department of Botany and Plant Sciences; University of California; Riverside; CA 92521; USA.
Alan M Jones	12	Journal Article	24578577	Science	2014	Cell surface ABP1-TMK auxin-sensing complex activates ROP GTPase signaling.	Center for Plant Cell Biology; Department of Botany and Plant Sciences; University of California; Riverside; CA 92521; USA.
JirÃ­ Friml	13	Journal Article	24578577	Science	2014	Cell surface ABP1-TMK auxin-sensing complex activates ROP GTPase signaling.	Center for Plant Cell Biology; Department of Botany and Plant Sciences; University of California; Riverside; CA 92521; USA.
Sara E Patterson	14	Journal Article	24578577	Science	2014	Cell surface ABP1-TMK auxin-sensing complex activates ROP GTPase signaling.	Center for Plant Cell Biology; Department of Botany and Plant Sciences; University of California; Riverside; CA 92521; USA.
Anthony B Bleecker	15	Journal Article	24578577	Science	2014	Cell surface ABP1-TMK auxin-sensing complex activates ROP GTPase signaling.	Center for Plant Cell Biology; Department of Botany and Plant Sciences; University of California; Riverside; CA 92521; USA.
Zhenbiao Yang	Corresponding	Journal Article	24578577	Science	2014	Cell surface ABP1-TMK auxin-sensing complex activates ROP GTPase signaling.	Center for Plant Cell Biology; Department of Botany and Plant Sciences; University of California; Riverside; CA 92521; USA.
D Roeland Boer	First	Journal Article	24485461	Cell	2014	Structural basis for DNA binding specificity by the auxin-dependent ARF transcription factors.	Institute for Research in Biomedicine (IRB Barcelona); Baldiri Reixac 10-12; 08028 Barcelona; Spain; Institut de Biologia Molecular de Barcelona (IBMB-CSIC); Baldiri Reixac 10-12; 08028 Barcelona; Spain.
Alejandra Freire-Rios	2	Journal Article	24485461	Cell	2014	Structural basis for DNA binding specificity by the auxin-dependent ARF transcription factors.	Laboratory of Biochemistry; Wageningen University; Dreijenlaan 3; 6703 HA Wageningen; the Netherlands.
Willy A M van den Berg	3	Journal Article	24485461	Cell	2014	Structural basis for DNA binding specificity by the auxin-dependent ARF transcription factors.	Laboratory of Biochemistry; Wageningen University; Dreijenlaan 3; 6703 HA Wageningen; the Netherlands.
Terrens Saaki	4	Journal Article	24485461	Cell	2014	Structural basis for DNA binding specificity by the auxin-dependent ARF transcription factors.	Laboratory of Biochemistry; Wageningen University; Dreijenlaan 3; 6703 HA Wageningen; the Netherlands.
Iain W Manfield	5	Journal Article	24485461	Cell	2014	Structural basis for DNA binding specificity by the auxin-dependent ARF transcription factors.	Astbury Centre for Structural Molecular Biology (IWM) and Centre for Plant Sciences (SK); Faculty of Biological Sciences; University of Leeds; Leeds LS2 9JT; UK.
Stefan Kepinski	6	Journal Article	24485461	Cell	2014	Structural basis for DNA binding specificity by the auxin-dependent ARF transcription factors.	Astbury Centre for Structural Molecular Biology (IWM) and Centre for Plant Sciences (SK); Faculty of Biological Sciences; University of Leeds; Leeds LS2 9JT; UK.
Irene LÃ³pez-Vidrieo	7	Journal Article	24485461	Cell	2014	Structural basis for DNA binding specificity by the auxin-dependent ARF transcription factors.	Genomics Unit and Department of Plant Molecular Genetics; Centro Nacional de BiotecnologÃ­a-Consejo Superior de Investigaciones CientÃ­ficas; Campus Universidad AutÃ³noma; 28049 Madrid; Spain.
Jose Manuel Franco-Zorrilla	8	Journal Article	24485461	Cell	2014	Structural basis for DNA binding specificity by the auxin-dependent ARF transcription factors.	Genomics Unit and Department of Plant Molecular Genetics; Centro Nacional de BiotecnologÃ­a-Consejo Superior de Investigaciones CientÃ­ficas; Campus Universidad AutÃ³noma; 28049 Madrid; Spain.
Sacco C de Vries	9	Journal Article	24485461	Cell	2014	Structural basis for DNA binding specificity by the auxin-dependent ARF transcription factors.	Laboratory of Biochemistry; Wageningen University; Dreijenlaan 3; 6703 HA Wageningen; the Netherlands.
Roberto Solano	10	Journal Article	24485461	Cell	2014	Structural basis for DNA binding specificity by the auxin-dependent ARF transcription factors.	Genomics Unit and Department of Plant Molecular Genetics; Centro Nacional de BiotecnologÃ­a-Consejo Superior de Investigaciones CientÃ­ficas; Campus Universidad AutÃ³noma; 28049 Madrid; Spain.
Dolf Weijers	Corresponding	Journal Article	24485461	Cell	2014	Structural basis for DNA binding specificity by the auxin-dependent ARF transcription factors.	Laboratory of Biochemistry; Wageningen University; Dreijenlaan 3; 6703 HA Wageningen; the Netherlands. Electronic address: dolf.weijers@wur.nl.
Miquel Coll	Corresponding	Journal Article	24485461	Cell	2014	Structural basis for DNA binding specificity by the auxin-dependent ARF transcription factors.	Institute for Research in Biomedicine (IRB Barcelona); Baldiri Reixac 10-12; 08028 Barcelona; Spain; Institut de Biologia Molecular de Barcelona (IBMB-CSIC); Baldiri Reixac 10-12; 08028 Barcelona; Spain. Electronic address: miquel.coll@irbbarcelona.org.
Fabrice Besnard	First	Journal Article	24336201	Nature	2014	Cytokinin signalling inhibitory fields provide robustness to phyllotaxis.	1] Laboratoire de Reproduction et DÃ©veloppement des Plantes; CNRS; INRA; ENS Lyon; UCBL; UniversitÃ© de Lyon; 69364 Lyon; France [2] IBENS; ENS; 75005 Paris; France (F.B.); UMR CNRS 5534; UniversitÃ© Claude Bernard Lyon I; BÃ¢timent Gregor Mendel; 16 rue RaphaÃ«l Dubois; 69622 Villeurbanne; France (V.M.); University of Nottingham; University Park; Nottingham NG7 2RD; UK (E.F); University of Nottingham; Sutton Bonington LE12 5RD; UK (A.Bi.).
Yassin Refahi	2	Journal Article	24336201	Nature	2014	Cytokinin signalling inhibitory fields provide robustness to phyllotaxis.	Virtual Plants INRIA/CIRAD/INRA Project Team; UMR AGAP; Institut de Biologie Computationelle; 34095 Montpellier; France.
ValÃ©rie Morin	3	Journal Article	24336201	Nature	2014	Cytokinin signalling inhibitory fields provide robustness to phyllotaxis.	1] Laboratoire de Reproduction et DÃ©veloppement des Plantes; CNRS; INRA; ENS Lyon; UCBL; UniversitÃ© de Lyon; 69364 Lyon; France [2] IBENS; ENS; 75005 Paris; France (F.B.); UMR CNRS 5534; UniversitÃ© Claude Bernard Lyon I; BÃ¢timent Gregor Mendel; 16 rue RaphaÃ«l Dubois; 69622 Villeurbanne; France (V.M.); University of Nottingham; University Park; Nottingham NG7 2RD; UK (E.F); University of Nottingham; Sutton Bonington LE12 5RD; UK (A.Bi.). [3].
