Name	Author Type	Article Type	pmid	Journal	Year	Article title	Author affiliation
J M White	3	Journal Article	9590172	Cell	1998	Disruption of the Jak1 gene demonstrates obligatory and nonredundant roles of the Jaks in cytokine-induced biologic responses.	Center for Immunology and Department of Pathology; Washington University School of Medicine; St. Louis; Missouri 63110; USA.
P A Lampe	4	Journal Article	9590172	Cell	1998	Disruption of the Jak1 gene demonstrates obligatory and nonredundant roles of the Jaks in cytokine-induced biologic responses.	Center for Immunology and Department of Pathology; Washington University School of Medicine; St. Louis; Missouri 63110; USA.
J K Riley	5	Journal Article	9590172	Cell	1998	Disruption of the Jak1 gene demonstrates obligatory and nonredundant roles of the Jaks in cytokine-induced biologic responses.	Center for Immunology and Department of Pathology; Washington University School of Medicine; St. Louis; Missouri 63110; USA.
C D Arthur	6	Journal Article	9590172	Cell	1998	Disruption of the Jak1 gene demonstrates obligatory and nonredundant roles of the Jaks in cytokine-induced biologic responses.	Center for Immunology and Department of Pathology; Washington University School of Medicine; St. Louis; Missouri 63110; USA.
K L King	7	Journal Article	9590172	Cell	1998	Disruption of the Jak1 gene demonstrates obligatory and nonredundant roles of the Jaks in cytokine-induced biologic responses.	Center for Immunology and Department of Pathology; Washington University School of Medicine; St. Louis; Missouri 63110; USA.
K C Sheehan	8	Journal Article	9590172	Cell	1998	Disruption of the Jak1 gene demonstrates obligatory and nonredundant roles of the Jaks in cytokine-induced biologic responses.	Center for Immunology and Department of Pathology; Washington University School of Medicine; St. Louis; Missouri 63110; USA.
L Yin	9	Journal Article	9590172	Cell	1998	Disruption of the Jak1 gene demonstrates obligatory and nonredundant roles of the Jaks in cytokine-induced biologic responses.	Center for Immunology and Department of Pathology; Washington University School of Medicine; St. Louis; Missouri 63110; USA.
D Pennica	10	Journal Article	9590172	Cell	1998	Disruption of the Jak1 gene demonstrates obligatory and nonredundant roles of the Jaks in cytokine-induced biologic responses.	Center for Immunology and Department of Pathology; Washington University School of Medicine; St. Louis; Missouri 63110; USA.
E M Johnson	11	Journal Article	9590172	Cell	1998	Disruption of the Jak1 gene demonstrates obligatory and nonredundant roles of the Jaks in cytokine-induced biologic responses.	Center for Immunology and Department of Pathology; Washington University School of Medicine; St. Louis; Missouri 63110; USA.
R D Schreiber	Corresponding	Journal Article	9590172	Cell	1998	Disruption of the Jak1 gene demonstrates obligatory and nonredundant roles of the Jaks in cytokine-induced biologic responses.	Center for Immunology and Department of Pathology; Washington University School of Medicine; St. Louis; Missouri 63110; USA.
T M Lohman	First	Review	9546385	Cell	1998	Staying on track: common features of DNA helicases and microtubule motors.	Department of Biochemistry and Molecular Biophysics; Washington University School of Medicine; St. Louis; Missouri 63122; USA.
K Thorn	2	Review	9546385	Cell	1998	Staying on track: common features of DNA helicases and microtubule motors.	Department of Biochemistry and Molecular Biophysics; Washington University School of Medicine; St. Louis; Missouri 63122; USA.
R D Vale	Corresponding	Review	9546385	Cell	1998	Staying on track: common features of DNA helicases and microtubule motors.	Department of Biochemistry and Molecular Biophysics; Washington University School of Medicine; St. Louis; Missouri 63122; USA.
R C McKinstry	First	Journal Article	9537906	Science	1998	Ultrafast magnetic resonance imaging. A new window on brain research.	Neuroradiology Section; Mallinckrodt Institute of Radiology; Washington University School of Medicine; St Louis; MO 63110; USA. mckinstry@mirlink.wustl.edu
D A Feinberg	Corresponding	Journal Article	9537906	Science	1998	Ultrafast magnetic resonance imaging. A new window on brain research.	Neuroradiology Section; Mallinckrodt Institute of Radiology; Washington University School of Medicine; St Louis; MO 63110; USA. mckinstry@mirlink.wustl.edu
Q T Nguyen	First	Journal Article	9497292	Science	1998	Hyperinnervation of neuromuscular junctions caused by GDNF overexpression in muscle.	Department of Anatomy and Neurobiology; Washington University School of Medicine; St. Louis; MO 63110; USA.
A S Parsadanian	2	Journal Article	9497292	Science	1998	Hyperinnervation of neuromuscular junctions caused by GDNF overexpression in muscle.	Department of Anatomy and Neurobiology; Washington University School of Medicine; St. Louis; MO 63110; USA.
W D Snider	3	Journal Article	9497292	Science	1998	Hyperinnervation of neuromuscular junctions caused by GDNF overexpression in muscle.	Department of Anatomy and Neurobiology; Washington University School of Medicine; St. Louis; MO 63110; USA.
J W Lichtman	Corresponding	Journal Article	9497292	Science	1998	Hyperinnervation of neuromuscular junctions caused by GDNF overexpression in muscle.	Department of Anatomy and Neurobiology; Washington University School of Medicine; St. Louis; MO 63110; USA.
R X Luo	First	Journal Article	9491888	Cell	1998	Rb interacts with histone deacetylase to repress transcription.	Department of Medicine; Washington University School of Medicine; St. Louis; Missouri 63110; USA.
A A Postigo	2	Journal Article	9491888	Cell	1998	Rb interacts with histone deacetylase to repress transcription.	Department of Medicine; Washington University School of Medicine; St. Louis; Missouri 63110; USA.
D C Dean	Corresponding	Journal Article	9491888	Cell	1998	Rb interacts with histone deacetylase to repress transcription.	Department of Medicine; Washington University School of Medicine; St. Louis; Missouri 63110; USA.
D M Baorto	First	Journal Article	9335508	Nature	1997	Survival of FimH-expressing enterobacteria in macrophages relies on glycolipid traffic.	Department of Pathology; Washington University School of Medicine; St Louis; Missouri 63110; USA.
Z Gao	2	Journal Article	9335508	Nature	1997	Survival of FimH-expressing enterobacteria in macrophages relies on glycolipid traffic.	Department of Pathology; Washington University School of Medicine; St Louis; Missouri 63110; USA.
R Malaviya	3	Journal Article	9335508	Nature	1997	Survival of FimH-expressing enterobacteria in macrophages relies on glycolipid traffic.	Department of Pathology; Washington University School of Medicine; St Louis; Missouri 63110; USA.
M L Dustin	4	Journal Article	9335508	Nature	1997	Survival of FimH-expressing enterobacteria in macrophages relies on glycolipid traffic.	Department of Pathology; Washington University School of Medicine; St Louis; Missouri 63110; USA.
A van der Merwe	5	Journal Article	9335508	Nature	1997	Survival of FimH-expressing enterobacteria in macrophages relies on glycolipid traffic.	Department of Pathology; Washington University School of Medicine; St Louis; Missouri 63110; USA.
D M Lublin	6	Journal Article	9335508	Nature	1997	Survival of FimH-expressing enterobacteria in macrophages relies on glycolipid traffic.	Department of Pathology; Washington University School of Medicine; St Louis; Missouri 63110; USA.
S N Abraham	Corresponding	Journal Article	9335508	Nature	1997	Survival of FimH-expressing enterobacteria in macrophages relies on glycolipid traffic.	Department of Pathology; Washington University School of Medicine; St Louis; Missouri 63110; USA.
S P Yu	First	Journal Article	9311914	Science	1997	Mediation of neuronal apoptosis by enhancement of outward potassium current.	Center for the Study of Nervous System Injury and Department of Neurology; Washington University School of Medicine; St. Louis; MO 63110; USA.
C H Yeh	2	Journal Article	9311914	Science	1997	Mediation of neuronal apoptosis by enhancement of outward potassium current.	Center for the Study of Nervous System Injury and Department of Neurology; Washington University School of Medicine; St. Louis; MO 63110; USA.
S L Sensi	3	Journal Article	9311914	Science	1997	Mediation of neuronal apoptosis by enhancement of outward potassium current.	Center for the Study of Nervous System Injury and Department of Neurology; Washington University School of Medicine; St. Louis; MO 63110; USA.
B J Gwag	4	Journal Article	9311914	Science	1997	Mediation of neuronal apoptosis by enhancement of outward potassium current.	Center for the Study of Nervous System Injury and Department of Neurology; Washington University School of Medicine; St. Louis; MO 63110; USA.
L M Canzoniero	5	Journal Article	9311914	Science	1997	Mediation of neuronal apoptosis by enhancement of outward potassium current.	Center for the Study of Nervous System Injury and Department of Neurology; Washington University School of Medicine; St. Louis; MO 63110; USA.
Z S Farhangrazi	6	Journal Article	9311914	Science	1997	Mediation of neuronal apoptosis by enhancement of outward potassium current.	Center for the Study of Nervous System Injury and Department of Neurology; Washington University School of Medicine; St. Louis; MO 63110; USA.
H S Ying	7	Journal Article	9311914	Science	1997	Mediation of neuronal apoptosis by enhancement of outward potassium current.	Center for the Study of Nervous System Injury and Department of Neurology; Washington University School of Medicine; St. Louis; MO 63110; USA.
M Tian	8	Journal Article	9311914	Science	1997	Mediation of neuronal apoptosis by enhancement of outward potassium current.	Center for the Study of Nervous System Injury and Department of Neurology; Washington University School of Medicine; St. Louis; MO 63110; USA.
L L Dugan	9	Journal Article	9311914	Science	1997	Mediation of neuronal apoptosis by enhancement of outward potassium current.	Center for the Study of Nervous System Injury and Department of Neurology; Washington University School of Medicine; St. Louis; MO 63110; USA.
D W Choi	Corresponding	Journal Article	9311914	Science	1997	Mediation of neuronal apoptosis by enhancement of outward potassium current.	Center for the Study of Nervous System Injury and Department of Neurology; Washington University School of Medicine; St. Louis; MO 63110; USA.
R D Hautamaki	First	Journal Article	9302297	Science	1997	Requirement for macrophage elastase for cigarette smoke-induced emphysema in mice.	Department of Internal Medicine; Washington University School of Medicine at Barnes-Jewish Hospital; St. Louis; MO 63110; USA.
D K Kobayashi	2	Journal Article	9302297	Science	1997	Requirement for macrophage elastase for cigarette smoke-induced emphysema in mice.	Department of Internal Medicine; Washington University School of Medicine at Barnes-Jewish Hospital; St. Louis; MO 63110; USA.
R M Senior	3	Journal Article	9302297	Science	1997	Requirement for macrophage elastase for cigarette smoke-induced emphysema in mice.	Department of Internal Medicine; Washington University School of Medicine at Barnes-Jewish Hospital; St. Louis; MO 63110; USA.
S D Shapiro	Corresponding	Journal Article	9302297	Science	1997	Requirement for macrophage elastase for cigarette smoke-induced emphysema in mice.	Department of Internal Medicine; Washington University School of Medicine at Barnes-Jewish Hospital; St. Louis; MO 63110; USA.
R M Grady	First	Journal Article	9288752	Cell	1997	Skeletal and cardiac myopathies in mice lacking utrophin and dystrophin: a model for Duchenne muscular dystrophy.	Department of Pediatrics; Washington University School of Medicine; St. Louis; Missouri 63110; USA.
H Teng	2	Journal Article	9288752	Cell	1997	Skeletal and cardiac myopathies in mice lacking utrophin and dystrophin: a model for Duchenne muscular dystrophy.	Department of Pediatrics; Washington University School of Medicine; St. Louis; Missouri 63110; USA.
M C Nichol	3	Journal Article	9288752	Cell	1997	Skeletal and cardiac myopathies in mice lacking utrophin and dystrophin: a model for Duchenne muscular dystrophy.	Department of Pediatrics; Washington University School of Medicine; St. Louis; Missouri 63110; USA.
J C Cunningham	4	Journal Article	9288752	Cell	1997	Skeletal and cardiac myopathies in mice lacking utrophin and dystrophin: a model for Duchenne muscular dystrophy.	Department of Pediatrics; Washington University School of Medicine; St. Louis; Missouri 63110; USA.
R S Wilkinson	5	Journal Article	9288752	Cell	1997	Skeletal and cardiac myopathies in mice lacking utrophin and dystrophin: a model for Duchenne muscular dystrophy.	Department of Pediatrics; Washington University School of Medicine; St. Louis; Missouri 63110; USA.
J R Sanes	Corresponding	Journal Article	9288752	Cell	1997	Skeletal and cardiac myopathies in mice lacking utrophin and dystrophin: a model for Duchenne muscular dystrophy.	Department of Pediatrics; Washington University School of Medicine; St. Louis; Missouri 63110; USA.
S Korolev	First	Journal Article	9288744	Cell	1997	Major domain swiveling revealed by the crystal structures of complexes of E. coli Rep helicase bound to single-stranded DNA and ADP.	Department of Biochemistry and Molecular Biophysics; Washington University School of Medicine; St. Louis; Missouri 63110; USA.
