2009 Dec 11,139(6),Preview,Hans Dieter Schmitt; Reinhard Jahn,A Tethering Complex Recruits SNAREs and Grabs Vesicles,http://www.cell.com/cell/fulltext/S0092-8674(09)01499-8
2009 Dec 11,139(6),Review,Christian P. Petersen; Peter W. Reddien,Wnt Signaling and the Polarity of the Primary Body Axis,http://www.cell.com/cell/fulltext/S0092-8674(09)01493-7
2009 Dec 11,139(6),Article,Chunru Lin; Liuqing Yang; Bogdan Tanasa; Kasey Hutt; Bong-gun Ju; Kenneth A. Ohgi; Jie Zhang; David W. Rose; Xiang-Dong Fu; Christopher K. Glass; Michael G. Rosenfeld,Nuclear Receptor-Induced Chromosomal Proximity and DNA Breaks Underlie Specific Translocations in Cancer,http://www.cell.com/cell/fulltext/S0092-8674(09)01488-3
2009 Dec 11,139(6),Article,Cajetan Neubauer; Yong-Gui Gao; Kasper R. Andersen; Christine M. Dunham; Ann C. Kelley; Jendrik Hentschel; Kenn Gerdes; V. Ramakrishnan; Ditlev E. Brodersen,The Structural Basis for mRNA Recognition and Cleavage by the Ribosome-Dependent Endonuclease RelE,http://www.cell.com/cell/fulltext/S0092-8674(09)01427-5
2009 Dec 11,139(6),Article,Seogang Hyun; Jung Hyun Lee; Hua Jin; JinWu Nam; Bumjin Namkoong; Gina Lee; Jongkyeong Chung; V. Narry Kim,Conserved MicroRNA miR-8/miR-200 and Its Target USH/FOG2 Control Growth by Regulating PI3K,http://www.cell.com/cell/fulltext/S0092-8674(09)01432-9
2009 Dec 11,139(6),Article,Alexandra K. Gardino; Janice Villali; Aleksandr Kivenson; Ming Lei; Ce Feng Liu; Phillip Steindel; Elan Z. Eisenmesser; Wladimir Labeikovsky; Magnus Wolf-Watz; Michael W. Clarkson; Dorothee Kern,Transient Non-native Hydrogen Bonds Promote Activation of a Signaling Protein,http://www.cell.com/cell/fulltext/S0092-8674(09)01434-2
2009 Dec 11,139(6),Article,Yi Ren; Calvin K. Yip; Arati Tripathi; David Huie; Philip D. Jeffrey; Thomas Walz; Frederick M. Hughson,A Structure-Based Mechanism for Vesicle Capture by the Multisubunit Tethering Complex Dsl1,http://www.cell.com/cell/fulltext/S0092-8674(09)01375-0
2009 Dec 11,139(6),Article,N. Henriette Uhlenhaut; Susanne Jakob; Katrin Anlag; Tobias Eisenberger; Ryohei Sekido; Jana Kress; Anna-Corina Treier; Claudia Klugmann; Christian Klasen; Nadine I. Holter; Dieter Riethmacher; Günther Schütz; Austin J. Cooney; Robin Lovell-Badge; Mathias Treier,Somatic Sex Reprogramming of Adult Ovaries to Testes by FOXL2 Ablation,http://www.cell.com/cell/fulltext/S0092-8674(09)01433-0
2009 Dec 11,139(6),Article,Felicitas Müller; Nicola J. Mutch; Wolfdieter A. Schenk; Stephanie A. Smith; Lucie Esterl; Henri M. Spronk; Stefan Schmidbauer; William A. Gahl; James H. Morrissey; Thomas Renné,Platelet Polyphosphates Are Proinflammatory and Procoagulant Mediators In Vivo,http://www.cell.com/cell/fulltext/S0092-8674(09)01374-9
2009 Dec 11,139(6),Article,Ehud Cohen; Johan F. Paulsson; Pablo Blinder; Tal Burstyn-Cohen; Deguo Du; Gabriela Estepa; Anthony Adame; Hang M. Pham; Martin Holzenberger; Jeffery W. Kelly; Eliezer Masliah; Andrew Dillin,Reduced IGF-1 Signaling Delays Age-Associated Proteotoxicity in Mice,http://www.cell.com/cell/fulltext/S0092-8674(09)01426-3
2009 Dec 11,139(6),Theory,José Domingo Salazar; Treenut Saithong; Paul E. Brown; Julia Foreman; James C.W. Locke; Karen J. Halliday; Isabelle A. Carré; David A. Rand; Andrew J. Millar,Prediction of Photoperiodic Regulators from Quantitative Gene Circuit Models,http://www.cell.com/cell/fulltext/S0092-8674(09)01487-1
2009 Dec 11,139(6),Matters Arising,Daniel R. Matute; Ian A. Butler; Jerry A. Coyne,Little Effect of the <em>tan</em> Locus on Pigmentation in Female Hybrids between <em>Drosophila santomea</em> and <em>D. melanogaster</em>,http://www.cell.com/cell/fulltext/S0092-8674(09)01359-2
2009 Dec 11,139(6),Matters Arising Response,Mark Rebeiz; Margarita Ramos-Womack; Sangyun Jeong; Peter Andolfatto; Thomas Werner; John True; David L. Stern; Sean B. Carroll,Evolution of the <em>tan</em> Locus Contributed to Pigment Loss in <em>Drosophila santomea</em>: A Response to Matute et al.,http://www.cell.com/cell/fulltext/S0092-8674(09)01377-4
2009 Dec 11,139(6),SnapShot,Matthew N.J. Seaman,Enhanced SnapShot: Endosome-to-Golgi Retrieval,http://www.cell.com/cell/fulltext/S0092-8674(09)01498-6
2009 Nov 25,139(5),Leading Edge,,In This Issue,http://www.cell.com/cell/fulltext/S0092-8674(09)01429-9
2009 Nov 25,139(5),Leading Edge,,Cancer Biology Select,http://www.cell.com/cell/fulltext/S0092-8674(09)01428-7
2009 Nov 25,139(5),Analysis,Anthony King,Researchers Find Their Nemo,http://www.cell.com/cell/fulltext/S0092-8674(09)01431-7
2009 Nov 25,139(5),Commentary,Neal F. Lane; Kirstin R.W. Matthews,The President's Scientist,http://www.cell.com/cell/fulltext/S0092-8674(09)01436-6
2009 Nov 25,139(5),Book Review,Boris I. Shraiman,Let's Get Physical,http://www.cell.com/cell/fulltext/S0092-8674(09)01424-X
2009 Nov 25,139(5),Essay,Robert V. Farese Jr.; Tobias C. Walther,Lipid Droplets Finally Get a Little R-E-S-P-E-C-T,http://www.cell.com/cell/fulltext/S0092-8674(09)01417-2
2009 Nov 25,139(5),Preview,Sue L. Jaspersen; R. Scott Hawley,Pushing and Pulling: Microtubules Mediate Meiotic Pairing and Synapsis,http://www.cell.com/cell/fulltext/S0092-8674(09)01425-1
2009 Nov 25,139(5),Preview,John van der Oost; Stan J.J. Brouns,RNAi: Prokaryotes Get in on the Act,http://www.cell.com/cell/fulltext/S0092-8674(09)01430-5
2009 Nov 25,139(5),Preview,Elphège P. Nora; Edith Heard,X Chromosome Inactivation: When Dosage Counts,http://www.cell.com/cell/fulltext/S0092-8674(09)01421-4
2009 Nov 25,139(5),Preview,Stephen Maren,An Acid-Sensing Channel Sows Fear and Panic,http://www.cell.com/cell/fulltext/S0092-8674(09)01420-2
2009 Nov 25,139(5),Review,Jean Paul Thiery; Hervé Acloque; Ruby Y.J. Huang; M. Angela Nieto,Epithelial-Mesenchymal Transitions in Development and Disease,http://www.cell.com/cell/fulltext/S0092-8674(09)01419-6
2009 Nov 25,139(5),Article,Kandice R. Levental; Hongmei Yu; Laura Kass; Johnathon N. Lakins; Mikala Egeblad; Janine T. Erler; Sheri F.T. Fong; Katalin Csiszar; Amato Giaccia; Wolfgang Weninger; Mitsuo Yamauchi; David L. Gasser; Valerie M. Weaver,Matrix Crosslinking Forces Tumor Progression by Enhancing Integrin Signaling,http://www.cell.com/cell/fulltext/S0092-8674(09)01353-1
2009 Nov 25,139(5),Article,Aya Sato; Berith Isaac; Carolyn M. Phillips; Regina Rillo; Peter M. Carlton; David J. Wynne; Roshni A. Kasad; Abby F. Dernburg,Cytoskeletal Forces Span the Nuclear Envelope to Coordinate Meiotic Chromosome Pairing and Synapsis,http://www.cell.com/cell/fulltext/S0092-8674(09)01365-8
2009 Nov 25,139(5),Article,Alexandra M. Penkner; Alexandra Fridkin; Jiradet Gloggnitzer; Antoine Baudrimont; Thomas Machacek; Alexander Woglar; Edina Csaszar; Pawel Pasierbek; Gustav Ammerer; Yosef Gruenbaum; Verena Jantsch,Meiotic Chromosome Homology Search Involves Modifications of the Nuclear Envelope Protein Matefin/SUN-1,http://www.cell.com/cell/fulltext/S0092-8674(09)01371-3
2009 Nov 25,139(5),Article,Marina Sologub; Dmitry Litonin; Michael Anikin; Arkady Mustaev; Dmitry Temiakov,TFB2 Is a Transient Component of the Catalytic Site of the Human Mitochondrial RNA Polymerase,http://www.cell.com/cell/fulltext/S0092-8674(09)01357-9
2009 Nov 25,139(5),Article,Caryn R. Hale; Peng Zhao; Sara Olson; Michael O. Duff; Brenton R. Graveley; Lance Wells; Rebecca M. Terns; Michael P. Terns,RNA-Guided RNA Cleavage by a CRISPR RNA-Cas Protein Complex,http://www.cell.com/cell/fulltext/S0092-8674(09)00977-5
2009 Nov 25,139(5),Article,Gary Kleiger; Anjanabha Saha; Steven Lewis; Brian Kuhlman; Raymond J. Deshaies,Rapid E2-E3 Assembly and Disassembly Enable Processive Ubiquitylation of Cullin-RING Ubiquitin Ligase Substrates,http://www.cell.com/cell/fulltext/S0092-8674(09)01356-7
2009 Nov 25,139(5),Article,Magnus Baumgardt; Daniel Karlsson; Javier Terriente; Fernando J. Díaz-Benjumea; Stefan Thor,Neuronal Subtype Specification within a Lineage by Opposing Temporal Feed-Forward Loops,http://www.cell.com/cell/fulltext/S0092-8674(09)01358-0
2009 Nov 25,139(5),No Label Found,Alvar Trucco; Imre Gaspar; Anne Ephrussi,RETRACTED: Assembly of Endogenous <em>oskar</em> mRNA Particles for Motor-Dependent Transport in the <em>Drosophila</em> Oocyte,http://www.cell.com/cell/fulltext/S0092-8674(09)01300-2
2009 Nov 25,139(5),Article,Iris Jonkers; Tahsin Stefan Barakat; Eskeatnaf Mulugeta Achame; Kim Monkhorst; Annegien Kenter; Eveline Rentmeester; Frank Grosveld; J. Anton Grootegoed; Joost Gribnau,RNF12 Is an X-Encoded Dose-Dependent Activator of X Chromosome Inactivation,http://www.cell.com/cell/fulltext/S0092-8674(09)01360-9
2009 Nov 25,139(5),Article,Adam E. Ziemann; Jason E. Allen; Nader S. Dahdaleh; Iuliia I. Drebot; Matthew W. Coryell; Amanda M. Wunsch; Cynthia M. Lynch; Frank M. Faraci; Matthew A. Howard III; Michael J. Welsh; John A. Wemmie,The Amygdala Is a Chemosensor that Detects Carbon Dioxide and Acidosis to Elicit Fear Behavior,http://www.cell.com/cell/fulltext/S0092-8674(09)01355-5
2009 Nov 25,139(5),Erratum,Adam Claridge-Chang; Robert D. Roorda; Eleftheria Vrontou; Lucas Sjulson; Haiyan Li; Jay Hirsh; Gero Miesenböck,Writing Memories with Light-Addressable Reinforcement Circuitry,http://www.cell.com/cell/fulltext/S0092-8674(09)01422-6
2009 Nov 25,139(5),Erratum,Joseph P. Doyle; Joseph D. Dougherty; Myriam Heiman; Eric F. Schmidt; Tanya R. Stevens; Guojun Ma; Sujata Bupp; Prerana Shrestha; Rajiv D. Shah; Martin L. Doughty; Shiaoching Gong; Paul Greengard; Nathaniel Heintz,Application of a Translational Profiling Approach for the Comparative Analysis of CNS Cell Types,http://www.cell.com/cell/fulltext/S0092-8674(09)01423-8
2009 Nov 25,139(5),SnapShot,Natalie Krahmer; Yi Guo; Robert V. Farese Jr.; Tobias C. Walther,SnapShot: Lipid Droplets,http://www.cell.com/cell/fulltext/S0092-8674(09)01435-4
2009 Nov 13,139(4),Leading Edge,,In This Issue,http://www.cell.com/cell/fulltext/S0092-8674(09)01373-7
2009 Nov 13,139(4),Leading Edge,,Molecular Biology Select,http://www.cell.com/cell/fulltext/S0092-8674(09)01372-5
2009 Nov 13,139(4),Analysis,Colin Macilwain,The RAE: An Assessment Too Far?,http://www.cell.com/cell/fulltext/S0092-8674(09)01367-1
2009 Nov 13,139(4),Commentary,David Goldston,Science, Policy, and the U.S. Congress,http://www.cell.com/cell/fulltext/S0092-8674(09)01370-1
2009 Nov 13,139(4),Commentary,Christiane Druml,Stem Cell Research: Toward Greater Unity in Europe?,http://www.cell.com/cell/fulltext/S0092-8674(09)01369-5
2009 Nov 13,139(4),Preview,Thomas J. Takara; Stephen P. Bell,Putting Two Heads Together to Unwind DNA,http://www.cell.com/cell/fulltext/S0092-8674(09)01363-4
2009 Nov 13,139(4),Preview,Jarno Drost; Reuven Agami,Transformation Locked in a Loop,http://www.cell.com/cell/fulltext/S0092-8674(09)01361-0
2009 Nov 13,139(4),Preview,Andrew R. Houk; Arthur Millius; Orion D. Weiner,Compete Globally, Bud Locally,http://www.cell.com/cell/fulltext/S0092-8674(09)01354-3
2009 Nov 13,139(4),Preview,Ye-Guang Chen; Xiao-Fan Wang,Finale: The Last Minutes of Smads,http://www.cell.com/cell/fulltext/S0092-8674(09)01364-6
2009 Nov 13,139(4),Preview,Liang Cai; Keith Mostov,Polarity Is Destiny,http://www.cell.com/cell/fulltext/S0092-8674(09)01366-X
2009 Nov 13,139(4),Review,Erich A. Nigg; Jordan W. Raff,Centrioles, Centrosomes, and Cilia in Health and Disease,http://www.cell.com/cell/fulltext/S0092-8674(09)01362-2
2009 Nov 13,139(4),Article,Maria Genander; Michael M. Halford; Nan-Jie Xu; Malin Eriksson; Zuoren Yu; Zhaozhu Qiu; Anna Martling; Gedas Greicius; Sonal Thakar; Timothy Catchpole; Michael J. Chumley; Sofia Zdunek; Chenguang Wang; Torbjörn Holm; Stephen P. Goff; Sven Pettersson; Richard G. Pestell; Mark Henkemeyer; Jonas Frisén,Dissociation of EphB2 Signaling Pathways Mediating Progenitor Cell Proliferation and Tumor Suppression,http://www.cell.com/cell/fulltext/S0092-8674(09)01188-X
2009 Nov 13,139(4),Article,Dimitrios Iliopoulos; Heather A. Hirsch; Kevin Struhl,An Epigenetic Switch Involving NF-κB, Lin28, Let-7 MicroRNA, and IL6 Links Inflammation to Cell Transformation,http://www.cell.com/cell/fulltext/S0092-8674(09)01302-6
2009 Nov 13,139(4),Article,Tobias Bollenbach; Selwyn Quan; Remy Chait; Roy Kishony,Nonoptimal Microbial Response to Antibiotics Underlies Suppressive Drug Interactions,http://www.cell.com/cell/fulltext/S0092-8674(09)01315-4
2009 Nov 13,139(4),Article,Dirk Remus; Fabienne Beuron; Gökhan Tolun; Jack D. Griffith; Edward P. Morris; John F.X. Diffley,Concerted Loading of Mcm2–7 Double Hexamers around DNA during DNA Replication Origin Licensing,http://www.cell.com/cell/fulltext/S0092-8674(09)01303-8
2009 Nov 13,139(4),Article,Audrey S. Howell; Natasha S. Savage; Sam A. Johnson; Indrani Bose; Allison W. Wagner; Trevin R. Zyla; H. Frederik Nijhout; Michael C. Reed; Andrew B. Goryachev; Daniel J. Lew,Singularity in Polarization: Rewiring Yeast Cells to Make Two Buds,http://www.cell.com/cell/fulltext/S0092-8674(09)01314-2
2009 Nov 13,139(4),Article,Steven E. Glynn; Andreas Martin; Andrew R. Nager; Tania A. Baker; Robert T. Sauer,Structures of Asymmetric ClpX Hexamers Reveal Nucleotide-Dependent Motions in a AAA+ Protein-Unfolding Machine,http://www.cell.com/cell/fulltext/S0092-8674(09)01307-5
2009 Nov 13,139(4),Article,Claudio Alarcón; Alexia-Ileana Zaromytidou; Qiaoran Xi; Sheng Gao; Jianzhong Yu; Sho Fujisawa; Afsar Barlas; Alexandria N. Miller; Katia Manova-Todorova; Maria J. Macias; Gopal Sapkota; Duojia Pan; Joan Massagué,Nuclear CDKs Drive Smad Transcriptional Activation and Turnover in BMP and TGF-β Pathways,http://www.cell.com/cell/fulltext/S0092-8674(09)01312-9
2009 Nov 13,139(4),Article,Edmund Loh; Olivier Dussurget; Jonas Gripenland; Karolis Vaitkevicius; Teresa Tiensuu; Pierre Mandin; Francis Repoila; Carmen Buchrieser; Pascale Cossart; Jörgen Johansson,A <em>trans</em>-Acting Riboswitch Controls Expression of the Virulence Regulator PrfA in <em>Listeria monocytogenes</em>,http://www.cell.com/cell/fulltext/S0092-8674(09)01186-6
2009 Nov 13,139(4),Article,In-Ja L. Byeon; Xin Meng; Jinwon Jung; Gongpu Zhao; Ruifeng Yang; Jinwoo Ahn; Jiong Shi; Jason Concel; Christopher Aiken; Peijun Zhang; Angela M. Gronenborn,Structural Convergence between Cryo-EM and NMR Reveals Intersubunit Interactions Critical for HIV-1 Capsid Function,http://www.cell.com/cell/fulltext/S0092-8674(09)01298-7
2009 Nov 13,139(4),Article,Gokul Kesavan; Fredrik Wolfhagen Sand; Thomas Uwe Greiner; Jenny Kristina Johansson; Sune Kobberup; Xunwei Wu; Cord Brakebusch; Henrik Semb,Cdc42-Mediated Tubulogenesis Controls Cell Specification,http://www.cell.com/cell/fulltext/S0092-8674(09)01189-1
2009 Nov 13,139(4),Article,Ruyun Zhou; Shinsuke Niwa; Noriko Homma; Yosuke Takei; Nobutaka Hirokawa,KIF26A Is an Unconventional Kinesin and Regulates GDNF-Ret Signaling in Enteric Neuronal Development,http://www.cell.com/cell/fulltext/S0092-8674(09)01313-0
2009 Nov 13,139(4),Article,Takashi Kitamura; Yoshito Saitoh; Noriko Takashima; Akiko Murayama; Yosuke Niibori; Hiroshi Ageta; Mariko Sekiguchi; Hiroyuki Sugiyama; Kaoru Inokuchi,Adult Neurogenesis Modulates the Hippocampus-Dependent Period of Associative Fear Memory,http://www.cell.com/cell/fulltext/S0092-8674(09)01309-9
2009 Nov 13,139(4),Erratum,Young-Sam Lee; W. Dexter Kennedy; Y. Whitney Yin,Structural Insight into Processive Human Mitochondrial DNA Synthesis and Disease-Related Polymerase Mutations,http://www.cell.com/cell/fulltext/S0092-8674(09)01352-X
2009 Nov 13,139(4),SnapShot,Jogender S. Tushir; Phillip D. Zamore; Zhao Zhang,SnapShot: Mouse piRNAs, PIWI Proteins, and the Ping-Pong Cycle,http://www.cell.com/cell/fulltext/S0092-8674(09)01368-3
2009 Oct 30,139(3),Leading Edge,,In This Issue,http://www.cell.com/cell/fulltext/S0092-8674(09)01308-7
2009 Oct 30,139(3),Leading Edge,,Evolutionary Biology Select,http://www.cell.com/cell/fulltext/S0092-8674(09)01311-7
2009 Oct 30,139(3),Analysis,Justine Davies,Swine Flu Vaccines: Reaching the Finish Line,http://www.cell.com/cell/fulltext/S0092-8674(09)01306-3
2009 Oct 30,139(3),Analysis,Laura Bonetta,Should You Be Tweeting?,http://www.cell.com/cell/fulltext/S0092-8674(09)01305-1
2009 Oct 30,139(3),Book Review,Hopi E. Hoekstra,The Evolution Ringmaster,http://www.cell.com/cell/fulltext/S0092-8674(09)01301-4
2009 Oct 30,139(3),Preview,Jason Hammonds; Paul Spearman,Tetherin Is as Tetherin Does,http://www.cell.com/cell/fulltext/S0092-8674(09)01299-9
2009 Oct 30,139(3),Preview,Anna Marie Pyle,How to Drive Your Helicase in a Straight Line,http://www.cell.com/cell/fulltext/S0092-8674(09)01304-X
2009 Oct 30,139(3),Preview,Tobias Bollenbach; Roy Kishony,Quiet Gene Circuit More Fragile Than Its Noisy Peer,http://www.cell.com/cell/fulltext/S0092-8674(09)01253-7
2009 Oct 30,139(3),Preview,Elhadji M. Dioum; Eric M. Wauson; Melanie H. Cobb,MAP-ping Unconventional Protein-DNA Interactions,http://www.cell.com/cell/fulltext/S0092-8674(09)01295-1
2009 Oct 30,139(3),Preview,Nicholas K. Tonks,Pseudophosphatases: Grab and Hold on,http://www.cell.com/cell/fulltext/S0092-8674(09)01296-3
2009 Oct 30,139(3),Preview,Bernd Nilius,Polycystins under Pressure,http://www.cell.com/cell/fulltext/S0092-8674(09)01297-5
2009 Oct 30,139(3),Review,Yigong Shi,Serine/Threonine Phosphatases: Mechanism through Structure,http://www.cell.com/cell/fulltext/S0092-8674(09)01254-9
2009 Oct 30,139(3),Article,Ivaylo I. Ivanov; Koji Atarashi; Nicolas Manel; Eoin L. Brodie; Tatsuichiro Shima; Ulas Karaoz; Dongguang Wei; Katherine C. Goldfarb; Clark A. Santee; Susan V. Lynch; Takeshi Tanoue; Akemi Imaoka; Kikuji Itoh; Kiyoshi Takeda; Yoshinori Umesaki; Kenya Honda; Dan R. Littman,Induction of Intestinal Th17 Cells by Segmented Filamentous Bacteria,http://www.cell.com/cell/fulltext/S0092-8674(09)01248-3
2009 Oct 30,139(3),Article,David Perez-Caballero; Trinity Zang; Alaleh Ebrahimi; Matthew W. McNatt; Devon A. Gregory; Marc C. Johnson; Paul D. Bieniasz,Tetherin Inhibits HIV-1 Release by Directly Tethering Virions to Cells,http://www.cell.com/cell/fulltext/S0092-8674(09)01113-1
